,ricf_oid,ba_ntr,ba_fdt,ba_fnd,ba_evl,ao_ad,ao_adn,fa_dine_this,fa_dinu_this,fp_ntt_end,fp_tt_end,doi_1,doi_2,ba_fnd_r,ba_fdt_r,ba_fdt_y,ba_fdt_o
364,1349,1,2010-12-09,209.0,4A,0.0,0.0,0.0,0.0,13402523.35,13402523.35,0.0,0.0,2090000.0,2010,2010.0,7.0
365,245,0,2006-03-06,1000.0,3A,5000000.0,147004.92,5147004.92,0.0,56940479.12,56798433.39,5147004.92,5147004.92,10000000.0,2006,2006.0,11.0
367,308,1,2012-12-31,200.0,未参评,35000.0,0.0,35000.0,0.0,1777350.71,1990605.71,35000.0,35000.0,2000000.0,2012,2012.0,5.0
368,3015,1,2005-12-15,265.0,3A,554903.62,619434.0,0.0,1174337.62,3473792.11,3473792.11,1174337.62,1174337.62,2650000.0,2005,2005.0,12.0
369,3791,1,2014-04-14,200.0,未参评,312895.43,0.0,0.0,312895.43,2483344.24,2483344.24,312895.43,312895.43,2000000.0,2014,2014.0,3.0
370,4450,1,2015年05月13日,200.0,未参评,400000.0,0.0,0.0,400000.0,2016004.51,2016004.51,400000.0,400000.0,2000000.0,2015,2015.0,2.0
371,3460,0,2009-10-09,2800.0,2A,2002600.0,0.0,0.0,2002600.0,36541877.08,36541877.08,2002600.0,2002600.0,28000000.0,2009,2009.0,8.0
372,4739,1,2015年10月19日,200.0,未参评,0.0,0.0,0.0,320000.0,68425575.69,68425575.69,320000.0,0.0,2000000.0,2015,2015.0,2.0
373,2067,1,2008-11-05,200.0,未参评,0.0,0.0,0.0,0.0,2009147.57,2009147.57,0.0,0.0,2000000.0,2008,2008.0,9.0
374,712,1,2005-05-17,2000.0,4A,99222660.54,0.0,99222660.54,0.0,593874859.36,593966984.36,99222660.54,99222660.54,20000000.0,2005,2005.0,12.0
375,4497,1,2015年06月04日,200.0,未参评,9577327.37,0.0,1500000.0,8077327.37,10938299.5,23566407.26,9577327.370000001,9577327.37,2000000.0,2015,2015.0,2.0
376,2289,1,2008-02-19,200.0,未参评,134000.0,0.0,0.0,134000.0,980743.1,1316743.1,134000.0,134000.0,2000000.0,2008,2008.0,9.0
377,3020,1,2010-05-05,200.0,未参评,880746.5,0.0,0.0,880746.5,5734377.42,5750098.32,880746.5,880746.5,2000000.0,2010,2010.0,7.0
378,2844,1,2008-05-08,2000.0,3A,2544510.0,559490.0,866000.0,2238000.0,112695805.16,112630867.77,3104000.0,3104000.0,20000000.0,2008,2008.0,9.0
379,213,0,2011-08-30,1000.0,3A,3343110.18,4267916.0,5544955.44,2066070.74,171920741.21,171943157.86,7611026.180000001,7611026.18,10000000.0,2011,2011.0,6.0
380,2034,0,2006-09-19,400.0,5A,7181402.9,0.0,7181402.9,0.0,34928436.21,34928436.21,7181402.9,7181402.9,4000000.0,2006,2006.0,11.0
381,2217,1,2011-09-02,2000.0,未参评,2200800.0,0.0,0.0,2200800.0,2339331.14,2339331.14,2200800.0,2200800.0,20000000.0,2011,2011.0,6.0
382,2206,1,2010-12-23,200.0,未参评,903264.4,0.0,0.0,903264.4,520805.5,520805.5,903264.4,903264.4,2000000.0,2010,2010.0,7.0
383,2045,1,2007-07-18,200.0,未参评,300000.0,0.0,0.0,300000.0,2029716.73,2030266.73,300000.0,300000.0,2000000.0,2007,2007.0,10.0
384,3753,0,2014-04-01,400.0,未参评,1943476.3,0.0,0.0,1943476.3,5036670.61,5038682.61,1943476.3,1943476.3,4000000.0,2014,2014.0,3.0
385,1050,1,2004-11-15,300.0,未参评,0.0,0.0,0.0,0.0,1434497.7,1434497.7,0.0,0.0,3000000.0,2004,2004.0,13.0
386,106,0,1992年08月10日,5500.0,未参评,22091253.82,0.0,22091253.82,0.0,296503571.73,298057356.67,22091253.82,22091253.82,55000000.0,1992,1992.0,25.0
387,5105,1,2016-05-11,200.0,--,2000000.0,0.0,2000000.0,0.0,1772975.17,1782975.17,2000000.0,2000000.0,2000000.0,2016,2016.0,1.0
388,3555,1,2013-05-10,200.0,未参评,953843.0,0.0,679500.0,274343.0,2167285.69,2183152.36,953843.0,953843.0,2000000.0,2013,2013.0,4.0
389,2212,1,2011-03-01,200.0,未参评,0.0,0.0,0.0,165745.0,3064381.35,3064381.35,165745.0,0.0,2000000.0,2011,2011.0,6.0
390,2220,1,2006-07-27,5000.0,5A,316647193.3,36232848.0,352880041.3,0.0,2037837174.05,2037849384.05,352880041.3,352880041.3,50000000.0,2006,2006.0,11.0
391,2261,1,2012-04-16,500.0,未参评,85000.0,0.0,85000.0,0.0,5000054.83,5078754.83,85000.0,85000.0,5000000.0,2012,2012.0,5.0
392,76,0,1995年04月07日,26000.0,3A,12500450.0,300000.0,913150.0,11887300.0,774619877.22,776916976.14,12800450.0,12800450.0,260000000.0,1995,1995.0,22.0
393,1866,1,2010-07-19,2000.0,3A,16845942.5,15000.0,5244360.0,11616582.5,27232728.78,27298444.49,16860942.5,16860942.5,20000000.0,2010,2010.0,7.0
394,4390,1,2015-04-02,200.0,未参评,510000.0,0.0,0.0,510000.0,2134982.19,2170482.19,510000.0,510000.0,2000000.0,2015,2015.0,2.0
395,5548,1,2016-12-19,200.0,--,0.0,0.0,0.0,0.0,2000433.33,2000433.33,0.0,0.0,2000000.0,2016,2016.0,1.0
396,2931,0,2006-06-07,500.0,未参评,7494750.0,0.0,0.0,7494750.0,5774231.63,6321672.63,7494750.0,7494750.0,5000000.0,2006,2006.0,11.0
397,131,0,2012年04月09日,2500.0,未参评,2761494.29,0.0,2761494.29,0.0,25634767.97,25665878.81,2761494.29,2761494.29,25000000.0,2012,2012.0,5.0
398,5566,1,2016-11-17,222.77,--,0.0,0.0,0.0,0.0,2228820.34,2228820.34,0.0,0.0,2227700.0,2016,2016.0,1.0
399,2070,1,2011-12-20,200.0,5A,100000.0,0.0,100000.0,0.0,7478930.88,7489436.88,100000.0,100000.0,2000000.0,2011,2011.0,6.0
400,2975,0,2012-06-15,400.0,未参评,3600.0,0.0,0.0,3600.0,16994825.63,16994825.63,3600.0,3600.0,4000000.0,2012,2012.0,5.0
401,4482,1,2015-03-31,200.0,未参评,10000000.0,0.0,0.0,10000000.0,11759828.31,11815332.31,10000000.0,10000000.0,2000000.0,2015,2015.0,2.0
402,1819,0,2011-07-04,400.0,未参评,0.0,0.0,0.0,0.0,20928929.22,20928929.22,0.0,0.0,4000000.0,2011,2011.0,6.0
403,73,1,1993年06月18日,200.0,未参评,648800.6,3945879.89,0.0,4594680.49,54086433.78,54532292.96,4594680.49,4594680.49,2000000.0,1993,1993.0,24.0
404,2199,1,2007-02-12,200.0,--,0.0,0.0,0.0,0.0,-61000.0,39000.0,0.0,0.0,2000000.0,2007,2007.0,10.0
405,17,1,2005年03月28日,300.0,未参评,33248325.31,0.0,17503164.03,15745161.28,153496584.47,156540300.59,33248325.310000002,33248325.31,3000000.0,2005,2005.0,12.0
406,5351,1,2016-06-27,200.0,--,2769245.4,0.0,744086.6,2025158.8,2333069.72,2415569.72,2769245.4,2769245.4,2000000.0,2016,2016.0,1.0
407,14,1,2009年05月14日,500.0,未参评,0.0,0.0,0.0,0.0,1589055.28,1590245.08,0.0,0.0,5000000.0,2009,2009.0,8.0
408,3568,0,2013年08月09日,400.0,未参评,1618510.83,0.0,700000.0,918510.83,5034650.02,5057497.11,1618510.83,1618510.83,4000000.0,2013,2013.0,4.0
410,212,1,2009-09-02,2046.0,4A,40378888.25,1204115.0,41577992.25,5011.0,110864497.19,111011826.89,41583003.25,41583003.25,20460000.0,2009,2009.0,8.0
411,3074,1,1991-07-05,200.0,3A,0.0,0.0,0.0,0.0,4542698.98,4542698.98,0.0,0.0,2000000.0,1991,1991.0,26.0
412,2720,0,2008-06-27,500.0,2A,0.0,0.0,0.0,0.0,1016112.36,1016112.36,0.0,0.0,5000000.0,2008,2008.0,9.0
413,1092,0,2008-12-28,2400.0,4A,0.0,0.0,0.0,0.0,24310198.95,24475198.95,0.0,0.0,24000000.0,2008,2008.0,9.0
414,5160,1,2016-05-09,200.0,--,8876.0,0.0,0.0,8876.0,1597687.85,1702921.35,8876.0,8876.0,2000000.0,2016,2016.0,1.0
415,128,1,2012年03月29日,400.0,未参评,0.0,0.0,337800.0,0.0,5362306.98,5362306.98,337800.0,0.0,4000000.0,2012,2012.0,5.0
416,395,1,2013-06-05,200.0,未参评,75150.0,0.0,71150.0,4000.0,2648.82,2648.82,75150.0,75150.0,2000000.0,2013,2013.0,4.0
417,96,0,2007年06月08日,1000.0,未参评,3339432.24,0.0,0.0,3339432.24,29206008.98,30427941.75,3339432.24,3339432.24,10000000.0,2007,2007.0,10.0
418,4953,1,2016-01-30,200.0,--,2000000.0,0.0,0.0,2000000.0,1844463.28,1844463.28,2000000.0,2000000.0,2000000.0,2016,2016.0,1.0
419,4789,1,2015-11-11,200.0,未参评,0.0,0.0,0.0,0.0,1997688.64,2036992.88,0.0,0.0,2000000.0,2015,2015.0,2.0
420,233,0,1991-03-05,800.0,3A,21446000.47,1592952.1,23038952.57,0.0,26438474.97,33575965.51,23038952.57,23038952.57,8000000.0,1991,1991.0,26.0
421,45,1,2008年05月30日,200.0,未参评,4398478.56,0.0,0.0,4398478.56,4531169.68,4766230.18,4398478.56,4398478.56,2000000.0,2008,2008.0,9.0
422,2831,1,1993-05-24,300.0,5A,0.0,0.0,0.0,0.0,3654225.01,3654225.01,0.0,0.0,3000000.0,1993,1993.0,24.0
423,5313,1,2016年12月02日,200.0,--,0.0,0.0,0.0,2000000.0,2000000.0,2000000.0,2000000.0,0.0,2000000.0,2016,2016.0,1.0
424,3319,0,2005-02-28,400.0,未参评,12737833.1,240000.0,1740000.0,11237833.1,43420986.45,49889317.44,12977833.1,12977833.1,4000000.0,2005,2005.0,12.0
425,4870,1,2015-11-25,1000.0,--,23000000.0,0.0,23000000.0,0.0,0.0,0.0,23000000.0,23000000.0,10000000.0,2015,2015.0,2.0
426,145,1,2012年12月05日,500.0,未参评,0.0,0.0,0.0,31300000.0,130680696.02,130682619.34,31300000.0,0.0,5000000.0,2012,2012.0,5.0
427,102,1,2011年12月19日,200.0,未参评,1484692.23,0.0,1369511.89,115180.34,2586708.64,2611780.64,1484692.23,1484692.23,2000000.0,2011,2011.0,6.0
428,3350,0,1985-04-09,400.0,4A,0.0,3144000.0,0.0,3144000.0,15539848.42,15648948.42,3144000.0,3144000.0,4000000.0,1985,1985.0,32.0
429,3336,0,2013-05-14,447.0,未参评,0.0,0.0,0.0,0.0,13025589.02,13742389.02,0.0,0.0,4470000.0,2013,2013.0,4.0
430,4009,1,2014-09-01,200.0,未参评,23755928.18,0.0,23755928.18,0.0,2064110.57,2064110.57,23755928.18,23755928.18,2000000.0,2014,2014.0,3.0
431,3674,1,2014年02月21日,400.0,未参评,0.0,0.0,6386864.39,7958.0,14542837.52,14551188.2,6394822.39,0.0,4000000.0,2014,2014.0,3.0
432,1869,1,2009-04-29,200.0,未参评,66953.4,0.0,0.0,66953.4,4322559.44,4322559.44,66953.4,66953.4,2000000.0,2009,2009.0,8.0
433,307,1,2010-01-14,200.0,5A,345900.0,0.0,0.0,345900.0,3490561.6,3644089.6,345900.0,345900.0,2000000.0,2010,2010.0,7.0
434,3338,1,2006-08-28,300.0,4A,0.0,0.0,0.0,0.0,10235555.24,10235555.24,0.0,0.0,3000000.0,2006,2006.0,11.0
435,147,1,2010年08月26日,500.0,未参评,0.0,0.0,0.0,0.0,1511360.16,11495698.04,0.0,0.0,5000000.0,2010,2010.0,7.0
436,5111,1,2016-05-23,200.0,--,4480568.76,0.0,1961000.0,2519568.76,3340519.25,3343129.25,4480568.76,4480568.76,2000000.0,2016,2016.0,1.0
437,4786,1,2015-10-19,300.0,未参评,1000000.0,0.0,0.0,1000000.0,3603499.55,3603499.55,1000000.0,1000000.0,3000000.0,2015,2015.0,2.0
438,2314,0,1994-09-06,400.0,4A,1062124.47,0.0,200.0,1061924.47,24385959.92,25402988.39,1062124.47,1062124.47,4000000.0,1994,1994.0,23.0
439,2666,1,2008-05-06,2000.0,5A,351888530.6,0.0,239475374.68,112413155.92,433076868.17,437836320.97,351888530.6,351888530.6,20000000.0,2008,2008.0,9.0
440,3253,0,2013-09-17,500.0,未参评,60000.0,0.0,60000.0,0.0,902084.53,5902084.53,60000.0,60000.0,5000000.0,2013,2013.0,4.0
441,4281,1,2015-01-13,200.0,未参评,300000.11,0.0,0.0,300000.11,1152259.47,1152259.47,300000.11,300000.11,2000000.0,2015,2015.0,2.0
442,149,1,1992年03月30日,200.0,未参评,0.0,0.0,0.0,0.0,2498714.0,2574214.0,0.0,0.0,2000000.0,1992,1992.0,25.0
443,36,1,1999年05月27日,4000.0,5A,0.0,0.0,0.0,5693026.54,208130380.05,208132445.12,5693026.54,0.0,40000000.0,1999,1999.0,18.0
444,3430,1,2007-09-24,200.0,2A,1144900.0,0.0,1042900.0,102000.0,3780406.47,3780406.47,1144900.0,1144900.0,2000000.0,2007,2007.0,10.0
445,3206,0,2009-03-31,500.0,3A,5201568.0,0.0,0.0,5201568.0,15901705.3,15914101.31,5201568.0,5201568.0,5000000.0,2009,2009.0,8.0
446,1805,0,1994-12-03,504.0,未参评,0.0,0.0,0.0,0.0,8563118.48,21565118.48,0.0,0.0,5040000.0,1994,1994.0,23.0
447,5050,1,2016年07月16日,500.0,--,0.0,0.0,0.0,5000000.0,5002937.99,5027553.62,5000000.0,0.0,5000000.0,2016,2016.0,1.0
448,892,1,2007-04-20,280.0,4A,771110.71,0.0,0.0,771110.71,9720209.9,9720209.9,771110.71,771110.71,2800000.0,2007,2007.0,10.0
449,325,1,2013-12-20,200.0,未参评,1729675.4,0.0,184501.0,1545174.4,2729011.92,2729534.62,1729675.4,1729675.4,2000000.0,2013,2013.0,4.0
450,185,0,2007-03-22,800.0,4A,186069633.6,28423407.8,214451990.91,41050.49,241349463.36,254533982.98,214493041.4,214493041.4,8000000.0,2007,2007.0,10.0
451,310,1,2012-10-26,200.0,未参评,600000.0,0.0,0.0,600000.0,1915824.25,1935824.25,600000.0,600000.0,2000000.0,2012,2012.0,5.0
452,3883,1,2014-06-20,500.0,未参评,120000.0,0.0,0.0,120000.0,5007978.31,5012368.84,120000.0,120000.0,5000000.0,2014,2014.0,3.0
453,267,0,2010-07-19,5000.0,4A,53151631.41,228988.0,53153126.41,227493.0,154790238.56,154995985.36,53380619.41,53380619.41,50000000.0,2010,2010.0,7.0
454,3509,0,2013-07-08,3000.0,未参评,0.0,0.0,0.0,0.0,22830371.21,22991546.11,0.0,0.0,30000000.0,2013,2013.0,4.0
455,29,1,2005年04月04日,200.0,未参评,515500.0,0.0,0.0,515500.0,3138272.2,3138272.2,515500.0,515500.0,2000000.0,2005,2005.0,12.0
456,4381,0,2015-03-23,751.0,未参评,1890000.0,0.0,0.0,1890000.0,10033231.87,10233231.87,1890000.0,1890000.0,7510000.0,2015,2015.0,2.0
457,4777,1,2015年11月06日,1000.0,未参评,0.0,0.0,0.0,5000000.0,10543592.53,10589428.13,5000000.0,0.0,10000000.0,2015,2015.0,2.0
458,4765,1,2015年11月06日,200.0,未参评,1870000.0,0.0,0.0,1870000.0,1857132.2,2076580.6,1870000.0,1870000.0,2000000.0,2015,2015.0,2.0
459,115,1,2009年07月31日,200.0,3A,9324100.8,0.0,4557479.8,4766621.0,23753349.84,23753349.84,9324100.8,9324100.8,2000000.0,2009,2009.0,8.0
460,3731,0,2014-03-11,400.0,1A,1664130.28,0.0,0.0,1664130.28,7187885.95,7187885.95,1664130.28,1664130.28,4000000.0,2014,2014.0,3.0
461,5562,1,2016-11-17,200.0,--,21550.0,0.0,21550.0,0.0,2000488.9,2000488.9,21550.0,21550.0,2000000.0,2016,2016.0,1.0
462,2738,1,2011-03-29,450.0,5A,444536.11,0.0,444536.11,0.0,7662110.35,7682300.35,444536.11,444536.11,4500000.0,2011,2011.0,6.0
464,20,0,2011年12月07日,400.0,未参评,34371950.81,0.0,33394863.81,977087.0,21394808.5,21458584.93,34371950.81,34371950.81,4000000.0,2011,2011.0,6.0
465,2492,0,2011-10-16,400.0,--,0.0,0.0,0.0,0.0,14790246.67,14790246.67,0.0,0.0,4000000.0,2011,2011.0,6.0
468,5049,1,2016年07月16日,200.0,--,2000000.0,0.0,0.0,2000000.0,1945520.81,1948668.43,2000000.0,2000000.0,2000000.0,2016,2016.0,1.0
470,865,1,2006-12-29,200.0,未参评,5000.0,0.0,0.0,5000.0,2078459.99,2078459.99,5000.0,5000.0,2000000.0,2006,2006.0,11.0
471,182,0,1988-06-13,800.0,3A,116304135.02,0.0,0.0,116304135.02,87160568.67,118529887.34,116304135.02,116304135.02,8000000.0,1988,1988.0,29.0
472,3221,1,2006-09-15,200.0,4A,3796926.5,277724.01,3552578.54,522071.97,5951022.51,5963249.72,4074650.51,4074650.51,2000000.0,2006,2006.0,11.0
473,410,1,2012-04-17,200.0,3A,0.0,0.0,0.0,0.0,2003994.27,2003994.27,0.0,0.0,2000000.0,2012,2012.0,5.0
476,2232,1,2007-11-27,2000.0,未参评,0.0,0.0,0.0,0.0,13808368.88,13808368.88,0.0,0.0,20000000.0,2007,2007.0,10.0
477,3584,1,2013-10-20,200.0,--,65000.0,0.0,0.0,65000.0,3239789.07,3239789.07,65000.0,65000.0,2000000.0,2013,2013.0,4.0
478,4456,1,2016-03-28,200.0,--,1997668.0,0.0,40696.0,1956972.0,3319097.84,3333232.04,1997668.0,1997668.0,2000000.0,2016,2016.0,1.0
479,346,0,2008-01-14,400.0,4A,11301106.32,0.0,11301106.32,0.0,12279747.81,12280406.85,11301106.32,11301106.32,4000000.0,2008,2008.0,9.0
480,2850,0,1989-02-10,700.0,未参评,1723583.9,0.0,0.0,1230500.0,15022578.63,15022578.63,1230500.0,1723583.9,7000000.0,1989,1989.0,28.0
481,3337,0,2012-09-04,400.0,--,892305.92,0.0,0.0,892305.92,5529818.22,5579818.22,892305.92,892305.92,4000000.0,2012,2012.0,5.0
482,3190,0,1989-08-12,422.0,1A,87600.0,0.0,0.0,87600.0,4857821.0,4857821.0,87600.0,87600.0,4220000.0,1989,1989.0,28.0
483,4359,1,2015-02-12,200.0,未参评,6047450.0,0.0,0.0,6047450.0,4214278.98,4214278.98,6047450.0,6047450.0,2000000.0,2015,2015.0,2.0
484,271,0,1995-03-01,800.0,3A,7600130.0,0.0,1300000.0,6300130.0,120804304.69,123748248.41,7600130.0,7600130.0,8000000.0,1995,1995.0,22.0
485,2270,0,1981-04-04,400.0,4A,9415192.62,2234581.5,11202353.19,447420.93,12798458.42,13252375.02,11649774.12,11649774.12,4000000.0,1981,1981.0,36.0
486,256,0,1984-10-26,800.0,4A,49160438.55,4241538492.12,4285512865.25,5186065.42,1246675309.74,1249722912.32,4290698930.67,4290698930.67,8000000.0,1984,1984.0,33.0
487,95,0,2010年02月02日,1000.0,未参评,601620.0,0.0,0.0,601620.0,18948116.6,18949403.5,601620.0,601620.0,10000000.0,2010,2010.0,7.0
488,2693,1,2009-06-19,400.0,未参评,0.0,0.0,0.0,0.0,3334573.12,3334573.12,0.0,0.0,4000000.0,2009,2009.0,8.0
489,3939,1,2014年08月06日,200.0,未参评,0.0,0.0,0.0,0.0,2024731.14,2071168.68,0.0,0.0,2000000.0,2014,2014.0,3.0
490,3291,1,1989-12-26,20.0,1A,176746.6,1105000.0,0.0,1281746.6,9162286.37,9162286.37,1281746.6,1281746.6,200000.0,1989,1989.0,28.0
491,2755,1,2013-11-08,500.0,未参评,43213.0,0.0,0.0,43213.0,9504296.35,9504596.35,43213.0,43213.0,5000000.0,2013,2013.0,4.0
492,3252,0,2010-12-24,570.0,未参评,11294730.29,0.0,0.0,11294730.29,17311941.92,17311941.92,11294730.29,11294730.29,5700000.0,2010,2010.0,7.0
493,4799,1,2016-11-23,200.0,--,0.0,0.0,0.0,0.0,1906042.61,1906042.61,0.0,0.0,2000000.0,2016,2016.0,1.0
494,2215,1,2012-03-06,200.0,未参评,20000.0,0.0,0.0,20000.0,603104.83,603104.83,20000.0,20000.0,2000000.0,2012,2012.0,5.0
495,3088,1,2010-07-07,200.0,2A,1363753.1,0.0,1363753.1,0.0,2343642.11,2348971.11,1363753.1,1363753.1,2000000.0,2010,2010.0,7.0
496,951,1,2012-09-28,200.0,未参评,324839.0,503820.0,813659.0,15000.0,7867744.77,7999844.77,828659.0,828659.0,2000000.0,2012,2012.0,5.0
497,948,1,2009-07-23,200.0,未参评,0.0,300000.0,0.0,300000.0,2033891.74,2033891.74,300000.0,300000.0,2000000.0,2009,2009.0,8.0
498,5568,0,2016-08-17,400.0,--,3535000.0,0.0,0.0,3535000.0,7616645.12,7616645.12,3535000.0,3535000.0,4000000.0,2016,2016.0,1.0
499,2960,0,2011-12-07,400.0,未参评,2594440.0,0.0,0.0,2594440.0,5006532.59,5006532.59,2594440.0,2594440.0,4000000.0,2011,2011.0,6.0
500,67,0,2006年08月15日,22000.0,4A,1000000.0,0.0,1000000.0,0.0,1265750578.71,1266805471.2,1000000.0,1000000.0,220000000.0,2006,2006.0,11.0
501,5019,1,2016年06月22日,200.0,--,300000.0,0.0,0.0,300000.0,30.05,30.05,300000.0,300000.0,2000000.0,2016,2016.0,1.0
502,5547,1,2016-12-19,1000.0,--,0.0,0.0,0.0,0.0,10001342.47,10001342.47,0.0,0.0,10000000.0,2016,2016.0,1.0
503,2278,1,2013-04-11,200.0,未参评,668340.0,0.0,0.0,668340.0,1712716.19,1712716.19,668340.0,668340.0,2000000.0,2013,2013.0,4.0
504,2080,1,2011-05-31,200.0,4A,14303636.99,0.0,13873566.76,430070.23,11448840.05,11674135.18,14303636.99,14303636.99,2000000.0,2011,2011.0,6.0
507,34,1,2011年11月07日,300.0,未参评,0.0,0.0,0.0,0.0,11822039.77,11822039.77,0.0,0.0,3000000.0,2011,2011.0,6.0
508,2763,1,1991-01-08,200.0,4A,904000.0,160272.0,300000.0,764272.0,12788967.38,12788967.38,1064272.0,1064272.0,2000000.0,1991,1991.0,26.0
510,3579,1,2013-09-09,200.0,未参评,137500.0,0.0,0.0,137500.0,2055328.55,2055328.55,137500.0,137500.0,2000000.0,2013,2013.0,4.0
511,1773,0,1994-02-26,420.0,未参评,0.0,0.0,0.0,0.0,9155344.9,9155344.9,0.0,0.0,4200000.0,1994,1994.0,23.0
512,3075,0,2007-09-26,400.0,未参评,0.0,2660.0,0.0,2660.0,4150322.4,4150322.4,2660.0,2660.0,4000000.0,2007,2007.0,10.0
513,3032,1,2012-08-29,200.0,未参评,10348296.88,0.0,10148296.88,200000.0,9557138.06,10074534.06,10348296.88,10348296.88,2000000.0,2012,2012.0,5.0
514,4571,1,2015-06-25,200.0,未参评,379500.0,0.0,79500.0,300000.0,2119273.42,2119273.42,379500.0,379500.0,2000000.0,2015,2015.0,2.0
515,2223,1,2012-11-13,200.0,未参评,6555219.7,0.0,0.0,6555219.7,24186964.79,24186964.79,6555219.7,6555219.7,2000000.0,2012,2012.0,5.0
516,2087,1,2012-03-23,200.0,未参评,1855300.0,0.0,0.0,1855300.0,3709465.79,3709465.79,1855300.0,1855300.0,2000000.0,2012,2012.0,5.0
517,2116,1,2010-07-22,200.0,未参评,10000.0,0.0,0.0,10000.0,22194696.6,23057410.26,10000.0,10000.0,2000000.0,2010,2010.0,7.0
518,3297,0,2008-01-18,400.0,未参评,199836.0,0.0,199836.0,0.0,4044690.04,4044690.04,199836.0,199836.0,4000000.0,2008,2008.0,9.0
519,3677,1,2014-02-27,200.0,未参评,40000.0,0.0,0.0,40000.0,2063183.91,2063183.91,40000.0,40000.0,2000000.0,2014,2014.0,3.0
520,2114,1,2009-05-12,200.0,未参评,66000.0,0.0,66000.0,0.0,403781.16,2187036.11,66000.0,66000.0,2000000.0,2009,2009.0,8.0
521,1058,1,2004-06-02,200.0,5A,72705411.25,0.0,72705411.25,0.0,160086121.4,160192430.89,72705411.25,72705411.25,2000000.0,2004,2004.0,13.0
522,4808,1,2015年11月25日,220.0,未参评,0.0,0.0,0.0,380421.6,3088900.74,3088900.74,380421.6,0.0,2200000.0,2015,2015.0,2.0
523,174,1,1995-07-05,210.0,未参评,0.0,0.0,0.0,0.0,3467397.16,3467397.16,0.0,0.0,2100000.0,1995,1995.0,22.0
524,2308,1,2010-08-11,200.0,4A,2663262.8,0.0,2063262.8,600000.0,14212791.31,14212791.31,2663262.8,2663262.8,2000000.0,2010,2010.0,7.0
525,4167,1,2014年12月22日,200.0,未参评,2100000.0,0.0,0.0,2100000.0,2098340.35,2098340.35,2100000.0,2100000.0,2000000.0,2014,2014.0,3.0
526,4907,1,2015年12月30日,260.0,--,2799390.0,0.0,0.0,2799390.0,5188040.5,5403040.5,2799390.0,2799390.0,2600000.0,2015,2015.0,2.0
527,1078,1,1998-04-22,200.0,未参评,0.0,0.0,0.0,0.0,2123015.16,2123015.16,0.0,0.0,2000000.0,1998,1998.0,19.0
528,4141,1,2014-08-07,5000.0,未参评,3060000.0,0.0,0.0,3060000.0,45948750.3,46089413.82,3060000.0,3060000.0,50000000.0,2014,2014.0,3.0
529,1159,0,2011-08-05,400.0,未参评,69000.0,0.0,0.0,69000.0,4128081.13,4320081.13,69000.0,69000.0,4000000.0,2011,2011.0,6.0
530,2098,1,2010-03-29,200.0,未参评,10965553.14,0.0,9913089.52,1052463.62,6184272.09,9399809.2,10965553.14,10965553.14,2000000.0,2010,2010.0,7.0
531,4120,1,2014年12月05日,1000.0,未参评,10264500.0,0.0,264500.0,10000000.0,18543394.68,18544812.18,10264500.0,10264500.0,10000000.0,2014,2014.0,3.0
532,227,0,1984-07-05,800.0,3A,13613645.3,0.0,13613645.3,0.0,44773714.52,44773802.72,13613645.3,13613645.3,8000000.0,1984,1984.0,33.0
533,235,0,2009-02-16,5000.0,4A,9092932.44,4500000.0,9923210.0,3669722.44,90116027.08,90363963.04,13592932.44,13592932.44,50000000.0,2009,2009.0,8.0
534,356,0,2010-06-21,400.0,3A,190000.0,0.0,0.0,190000.0,6673300.91,6673300.91,190000.0,190000.0,4000000.0,2010,2010.0,7.0
535,1628,1,2006-11-28,400.0,5A,2705669.1,0.0,2705669.1,0.0,37513631.82,39917646.29,2705669.1,2705669.1,4000000.0,2006,2006.0,11.0
536,3880,0,2014年07月03日,400.0,未参评,2501500.0,0.0,800000.0,1701500.0,4003038.73,6003188.73,2501500.0,2501500.0,4000000.0,2014,2014.0,3.0
537,2106,0,2011-11-01,400.0,未参评,6525000.0,0.0,0.0,6525000.0,19986545.09,19986545.09,6525000.0,6525000.0,4000000.0,2011,2011.0,6.0
538,135,1,2012年03月29日,230.0,未参评,725100.0,0.0,0.0,725100.0,4338406.49,4338406.49,725100.0,725100.0,2300000.0,2012,2012.0,5.0
539,2317,1,2012-12-24,1000.0,未参评,0.0,0.0,0.0,0.0,9509695.89,9509695.89,0.0,0.0,10000000.0,2012,2012.0,5.0
540,5199,1,2016年09月09日,230.0,--,2300000.0,0.0,0.0,2300000.0,2302065.28,2302065.28,2300000.0,2300000.0,2300000.0,2016,2016.0,1.0
541,2191,1,2011-11-09,2000.0,未参评,650000.0,0.0,0.0,650000.0,20031000.93,20031531.13,650000.0,650000.0,20000000.0,2011,2011.0,6.0
542,3619,0,2013-10-10,400.0,未参评,0.0,0.0,0.0,0.0,4900020.05,4900020.05,0.0,0.0,4000000.0,2013,2013.0,4.0
543,1272,1,2012-10-19,200.0,未参评,262500.0,0.0,62500.0,200000.0,1917019.58,1917019.58,262500.0,262500.0,2000000.0,2012,2012.0,5.0
544,2968,0,2011-12-28,400.0,未参评,170000.0,0.0,170000.0,0.0,9155095.99,9213595.99,170000.0,170000.0,4000000.0,2011,2011.0,6.0
545,4399,1,2015-04-07,5000.0,未参评,11307348.66,0.0,273300.88,11034047.78,0.0,0.0,11307348.66,11307348.66,50000000.0,2015,2015.0,2.0
