,ricf_oid,ba_ntr,ba_fdt,ba_fnd,ba_evl,ao_ad,ao_adn,fa_dine_this,fa_dinu_this,fp_ntt_end,fp_tt_end,doi_1,doi_2,ba_fnd_r,ba_fdt_r,ba_fdt_y,ba_fdt_o
1377,3444,0,2008-04-21,400.0,5A,68202313.32,32800.0,67068864.2,1166249.12,37475881.7,37476771.98,68235113.32000001,68235113.32,4000000.0,2008,2008.0,9.0
1378,3994,1,2014-08-08,200.0,未参评,0.0,0.0,0.0,0.0,1090608.92,1141221.32,0.0,0.0,2000000.0,2014,2014.0,3.0
1381,2216,1,2012-09-04,333.0,未参评,3131000.0,0.0,3131000.0,0.0,6260446.41,6261610.74,3131000.0,3131000.0,3330000.0,2012,2012.0,5.0
1383,2151,1,2013-07-19,200.0,未参评,159000.0,0.0,0.0,159000.0,823796.32,823796.32,159000.0,159000.0,2000000.0,2013,2013.0,4.0
1384,2105,1,2010-06-01,200.0,未参评,0.0,0.0,0.0,0.0,5207702.55,5207702.55,0.0,0.0,2000000.0,2010,2010.0,7.0
1385,5551,1,2016-12-19,200.0,--,0.0,0.0,0.0,0.0,2000550.0,2000550.0,0.0,0.0,2000000.0,2016,2016.0,1.0
1386,5506,1,2016年12月28日,200.0,--,2000000.0,0.0,0.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2016,2016.0,1.0
1387,2815,0,1994-09-13,400.0,5A,3421358.03,0.0,268364.3,3152993.73,33793316.35,42581748.77,3421358.03,3421358.03,4000000.0,1994,1994.0,23.0
1388,4922,1,2016年01月15日,500.0,--,6658761.8,26418.0,0.0,6685179.8,3875582.78,4236346.97,6685179.8,6685179.8,5000000.0,2016,2016.0,1.0
1389,262,0,2010-11-23,800.0,2A,2200000.0,0.0,1000000.0,1200000.0,25830892.2,26964216.8,2200000.0,2200000.0,8000000.0,2010,2010.0,7.0
1390,4775,1,2015年11月06日,200.0,未参评,1339454.0,0.0,0.0,1339454.0,5461977.86,5461977.86,1339454.0,1339454.0,2000000.0,2015,2015.0,2.0
1391,31,0,1993年08月13日,1400.0,未参评,0.0,0.0,300000.0,854958.28,12765520.78,14518512.39,1154958.28,0.0,14000000.0,1993,1993.0,24.0
1392,1038,1,2005年09月22日,200.0,未参评,1300000.0,0.0,0.0,1300000.0,113419984.08,113419984.08,1300000.0,1300000.0,2000000.0,2005,2005.0,12.0
1393,318,0,1986-10-10,400.0,未参评,0.0,0.0,0.0,0.0,4001467.1,4001467.1,0.0,0.0,4000000.0,1986,1986.0,31.0
1394,5316,1,2016年12月06日,200.0,--,2000000.0,0.0,0.0,2000000.0,2001566.7,2001566.7,2000000.0,2000000.0,2000000.0,2016,2016.0,1.0
1395,154,1,2010年03月08日,251.0,未参评,711500.0,0.0,120000.0,591500.0,5686333.84,5706333.84,711500.0,711500.0,2510000.0,2010,2010.0,7.0
1396,3000,1,2011-06-07,200.0,未参评,40801276.9,0.0,40796211.06,5065.84,44934036.11,51934041.11,40801276.900000006,40801276.9,2000000.0,2011,2011.0,6.0
1397,2112,1,2013-12-03,200.0,未参评,160500.0,0.0,0.0,160000.0,2001574.46,2002074.46,160000.0,160500.0,2000000.0,2013,2013.0,4.0
1398,5247,1,2016-09-14,200.0,--,0.0,0.0,0.0,0.0,1992015.79,1992015.79,0.0,0.0,2000000.0,2016,2016.0,1.0
1399,3093,1,2013-03-18,200.0,未参评,160000.0,0.0,0.0,160000.0,2022513.04,2051313.04,160000.0,160000.0,2000000.0,2013,2013.0,4.0
1400,21,0,2010年07月30日,14000.0,未参评,2000000.0,0.0,0.0,2000000.0,191250506.94,197750506.94,2000000.0,2000000.0,140000000.0,2010,2010.0,7.0
1401,4811,1,2015年11月25日,350.0,未参评,4147572.0,0.0,0.0,4147572.0,6333520.76,6333523.76,4147572.0,4147572.0,3500000.0,2015,2015.0,2.0
1402,3580,1,2013-09-09,200.0,未参评,0.0,0.0,0.0,0.0,2122068.42,2122068.42,0.0,0.0,2000000.0,2013,2013.0,4.0
1403,1621,1,2013-06-05,1000.0,未参评,2050000.0,0.0,0.0,2050000.0,10929563.19,10958243.19,2050000.0,2050000.0,10000000.0,2013,2013.0,4.0
1404,3695,1,2014-03-13,200.0,未参评,141000.0,0.0,0.0,141000.0,2029085.8,2029085.8,141000.0,141000.0,2000000.0,2014,2014.0,3.0
1405,89,0,1992年03月18日,1000.0,未参评,171462.0,0.0,0.0,171462.0,12916157.1,12922757.1,171462.0,171462.0,10000000.0,1992,1992.0,25.0
1406,228,0,1998-06-10,800.0,未参评,10490100.0,0.0,0.0,10490100.0,23999577.35,24029954.68,10490100.0,10490100.0,8000000.0,1998,1998.0,19.0
1407,4413,1,2015-04-18,262.0,未参评,147200.0,0.0,140000.0,7200.0,2509400.55,2509400.55,147200.0,147200.0,2620000.0,2015,2015.0,2.0
1408,4178,0,2014-02-28,400.53,未参评,13670893.44,0.0,0.0,13670893.44,23131581.33,23131581.33,13670893.44,13670893.44,4005299.9999999995,2014,2014.0,3.0
1409,4398,1,2015-04-10,200.0,未参评,341392.78,0.0,25605.77,315787.01,2302041.1,2302041.1,341392.78,341392.78,2000000.0,2015,2015.0,2.0
1412,1169,1,2012-06-04,342.41,未参评,1462915.95,0.0,80000.0,1382915.95,6390018.51,6390018.51,1462915.95,1462915.95,3424100.0000000005,2012,2012.0,5.0
1413,3320,0,2005-11-25,400.0,未参评,1590000.0,0.0,0.0,1590000.0,2491419.94,2591419.94,1590000.0,1590000.0,4000000.0,2005,2005.0,12.0
1414,3157,1,2011-02-11,1000.0,4A,2892611.06,0.0,0.0,2892611.06,40602874.42,40784554.42,2892611.06,2892611.06,10000000.0,2011,2011.0,6.0
1415,1622,1,2010-08-13,200.0,未参评,0.0,0.0,0.0,0.0,7291656.63,7294962.46,0.0,0.0,2000000.0,2010,2010.0,7.0
1416,4888,1,2015-11-27,201.0,--,100000.0,0.0,50000.0,50000.0,1815108.07,2034159.42,100000.0,100000.0,2010000.0,2015,2015.0,2.0
1417,79,0,2003年07月02日,400.0,未参评,0.0,0.0,0.0,0.0,4833967.01,4968967.01,0.0,0.0,4000000.0,2003,2003.0,14.0
1418,3651,1,2014-01-06,200.0,未参评,200000.0,0.0,0.0,200000.0,2041334.41,2041334.41,200000.0,200000.0,2000000.0,2014,2014.0,3.0
1421,5114,1,2016-08-03,200.0,--,194299.3,0.0,0.0,194299.3,2004830.14,2012330.14,194299.3,194299.3,2000000.0,2016,2016.0,1.0
1422,3991,1,2014-08-21,200.0,未参评,2558758.59,88130.0,180247.66,2466640.93,2015212.89,2015212.89,2646888.5900000003,2646888.59,2000000.0,2014,2014.0,3.0
1423,2752,1,2013-03-18,200.0,未参评,221465.6,0.0,221465.6,0.0,7037826.18,7037826.18,221465.6,221465.6,2000000.0,2013,2013.0,4.0
1424,2718,0,2012-02-10,410.0,未参评,0.0,0.0,0.0,0.0,4150527.24,4150527.24,0.0,0.0,4100000.0,2012,2012.0,5.0
1425,3833,1,2014年06月10日,300.0,未参评,4558043.85,1100.0,3247581.98,1311561.87,3412905.73,3865929.47,4559143.85,4559143.85,3000000.0,2014,2014.0,3.0
1426,1314,0,2005-12-16,600.0,4A,3500000.0,0.0,0.0,3500000.0,24476587.36,34690696.36,3500000.0,3500000.0,6000000.0,2005,2005.0,12.0
1427,225,1,2011-01-14,31100.0,3A,0.0,0.0,0.0,0.0,321892176.8,322352044.07,0.0,0.0,311000000.0,2011,2011.0,6.0
1428,3178,1,2013-01-14,500.0,未参评,0.0,0.0,0.0,0.0,5358134.48,5385734.48,0.0,0.0,5000000.0,2013,2013.0,4.0
1429,152,1,2006年05月26日,200.0,未参评,471200.0,0.0,0.0,471200.0,2480822.74,2593412.55,471200.0,471200.0,2000000.0,2006,2006.0,11.0
1430,26,1,2011年06月10日,200.0,未参评,5228980.59,0.0,5198707.74,30272.85,12527971.61,12687971.61,5228980.59,5228980.59,2000000.0,2011,2011.0,6.0
1431,2871,1,2009-08-28,500.0,未参评,850000.0,0.0,0.0,850000.0,5723721.43,5723721.43,850000.0,850000.0,5000000.0,2009,2009.0,8.0
1432,3608,1,2013-09-27,0.0,未参评,0.0,0.0,0.0,0.0,1244278.54,1244278.54,0.0,0.0,0.0,2013,2013.0,4.0
1433,1828,1,2011-12-21,200.0,未参评,200000.0,0.0,0.0,200000.0,3886662.01,3886662.01,200000.0,200000.0,2000000.0,2011,2011.0,6.0
1436,3030,1,2013-12-27,200.0,未参评,194500.0,0.0,194500.0,0.0,2082116.61,2087641.5,194500.0,194500.0,2000000.0,2013,2013.0,4.0
1437,2794,1,2013-10-24,200.0,未参评,5000000.0,0.0,0.0,5000000.0,7083871.38,7083871.38,5000000.0,5000000.0,2000000.0,2013,2013.0,4.0
1438,4848,1,2015年12月09日,200.0,未参评,158308.3,0.0,0.0,158308.3,2005490.3,2005490.3,158308.3,158308.3,2000000.0,2015,2015.0,2.0
1439,3017,0,1985-04-29,400.0,3A,5101971.54,19426646.23,4748985.54,19779632.23,20114882.83,20262023.41,24528617.77,24528617.77,4000000.0,1985,1985.0,32.0
1440,2233,1,2005-11-28,219.0,4A,292105.26,0.0,0.0,292105.26,10773315.74,10781793.14,292105.26,292105.26,2190000.0,2005,2005.0,12.0
1441,2301,0,1989-07-25,400.0,未参评,876800.0,0.0,846800.0,30000.0,17738353.8,19738353.8,876800.0,876800.0,4000000.0,1989,1989.0,28.0
1442,2961,1,2013-05-30,258.0,未参评,52100000.0,0.0,0.0,52100000.0,71935226.2,71935226.2,52100000.0,52100000.0,2580000.0,2013,2013.0,4.0
1443,4289,1,2015-01-14,5000.0,未参评,32000000.0,0.0,0.0,32000000.0,51765962.19,51765962.19,32000000.0,32000000.0,50000000.0,2015,2015.0,2.0
1444,1136,0,2012-09-20,400.0,未参评,626041.0,898200.0,0.0,1524241.0,5314837.59,5314837.59,1524241.0,1524241.0,4000000.0,2012,2012.0,5.0
1445,3955,1,2014-09-05,400.0,未参评,0.0,0.0,0.0,0.0,4032440.23,4032440.23,0.0,0.0,4000000.0,2014,2014.0,3.0
1446,2699,0,2013-12-25,400.0,未参评,60000.0,0.0,0.0,60000.0,5244586.73,5244586.73,60000.0,60000.0,4000000.0,2013,2013.0,4.0
1447,2257,1,2014-01-09,1000.0,未参评,55000.0,0.0,0.0,55000.0,0.0,0.0,55000.0,55000.0,10000000.0,2014,2014.0,3.0
1448,51,1,2012年05月15日,200.0,未参评,0.0,0.0,0.0,300000.0,2547431.76,2554241.76,300000.0,0.0,2000000.0,2012,2012.0,5.0
1449,4022,1,2014年09月19日,200.0,未参评,3234610.0,0.0,2249015.0,985595.0,4715084.55,4715084.55,3234610.0,3234610.0,2000000.0,2014,2014.0,3.0
1450,5108,0,2016-05-23,1000.0,--,14000000.0,0.0,0.0,14000000.0,23746238.47,23746238.47,14000000.0,14000000.0,10000000.0,2016,2016.0,1.0
1451,5887,1,2016-04-29,200.0,--,7173456.0,0.0,183456.0,6990000.0,7810201.75,8037346.75,7173456.0,7173456.0,2000000.0,2016,2016.0,1.0
1452,1631,0,2011-04-28,400.0,未参评,72722.43,490844.0,47519.2,516047.23,4212699.29,4341620.95,563566.4299999999,563566.4299999999,4000000.0,2011,2011.0,6.0
1453,193,1,2011-03-04,2000.0,4A,31641174.0,0.0,28600974.0,3040200.0,299268671.65,299388391.65,31641174.0,31641174.0,20000000.0,2011,2011.0,6.0
1454,41,0,1994年03月21日,600.0,未参评,0.0,0.0,0.0,0.0,12985044.39,13170819.39,0.0,0.0,6000000.0,1994,1994.0,23.0
1455,3165,1,2011-03-10,200.0,未参评,552150.0,643235.0,0.0,1195385.0,2002894.91,2002894.91,1195385.0,1195385.0,2000000.0,2011,2011.0,6.0
1456,3330,1,2010-06-04,200.0,未参评,0.0,0.0,0.0,0.0,1072438.7,1072438.7,0.0,0.0,2000000.0,2010,2010.0,7.0
1457,1797,0,2010-12-08,400.0,未参评,412500.0,0.0,12500.0,400000.0,11783630.96,12171889.0,412500.0,412500.0,4000000.0,2010,2010.0,7.0
1458,4502,1,2015-05-19,200.0,未参评,14536301.67,45269.0,10686969.0,3894601.67,8809746.32,8809746.32,14581570.67,14581570.67,2000000.0,2015,2015.0,2.0
1459,2286,1,2013-06-05,200.0,未参评,52415489.54,0.0,1867081.1,50548408.44,51992318.26,52037527.79,52415489.54,52415489.54,2000000.0,2013,2013.0,4.0
1460,4330,0,2015-01-06,400.0,未参评,256479.24,0.0,0.0,256479.24,4498387.39,4658602.78,256479.24,256479.24,4000000.0,2015,2015.0,2.0
1461,3034,0,2008-06-24,1000.0,未参评,1000000.0,0.0,0.0,1000000.0,10006420.34,10026790.34,1000000.0,1000000.0,10000000.0,2008,2008.0,9.0
1462,3197,0,1998-12-01,610.0,未参评,5089995.67,7067500.0,0.0,12157495.67,34455325.84,34455325.84,12157495.67,12157495.67,6100000.0,1998,1998.0,19.0
1463,950,1,2010-08-11,400.0,4A,23103000.0,0.0,0.0,23103000.0,49778319.48,49817319.48,23103000.0,23103000.0,4000000.0,2010,2010.0,7.0
1464,970,0,2013-12-25,500.0,未参评,0.0,0.0,0.0,0.0,8831038.68,8831038.68,0.0,0.0,5000000.0,2013,2013.0,4.0
1465,4294,1,2015-01-29,300.0,--,0.0,0.0,0.0,0.0,2732271.7,2738975.3,0.0,0.0,3000000.0,2015,2015.0,2.0
1466,2473,1,1994-01-25,2000.0,5A,1589318748.73,0.0,1336558687.47,252760061.26,6301049684.52,6318334098.23,1589318748.73,1589318748.73,20000000.0,1994,1994.0,23.0
1467,197,0,2010-07-09,800.0,4A,42122108.71,32072354.86,72411131.99,1783331.58,117417830.1,123478386.02,74194463.57,74194463.57,8000000.0,2010,2010.0,7.0
1468,3426,0,2007-09-07,400.0,4A,3111280.0,0.0,1489300.0,1621980.0,9634130.89,9634170.89,3111280.0,3111280.0,4000000.0,2007,2007.0,10.0
1469,5241,1,2016年10月28日,266.0,--,0.0,0.0,0.0,2660000.0,2562918.33,2662918.33,2660000.0,0.0,2660000.0,2016,2016.0,1.0
1470,3558,1,2013-08-15,200.0,未参评,234000.0,0.0,0.0,234000.0,267353.03,267353.03,234000.0,234000.0,2000000.0,2013,2013.0,4.0
1471,4337,1,2015-01-30,200.0,未参评,1290000.0,0.0,100000.0,1190000.0,2283792.7,2285512.44,1290000.0,1290000.0,2000000.0,2015,2015.0,2.0
1472,945,1,2002-01-01,2000.0,3A,71027905.09,0.0,71027905.09,0.0,83313401.61,83469830.14,71027905.09,71027905.09,20000000.0,2002,2002.0,15.0
1473,5198,1,2016年09月12日,300.0,--,3000000.0,0.0,0.0,3000000.0,2989283.64,16019807.6,3000000.0,3000000.0,3000000.0,2016,2016.0,1.0
1474,1048,0,2006-06-20,400.0,4A,922636.3,4497075.1,5302979.1,116732.3,5532073.54,5542739.36,5419711.399999999,5419711.399999999,4000000.0,2006,2006.0,11.0
1475,2320,1,2007-10-30,200.0,未参评,0.0,0.0,0.0,0.0,905283.03,980693.43,0.0,0.0,2000000.0,2007,2007.0,10.0
1476,1795,0,2010-05-13,400.0,未参评,583600.0,0.0,0.0,583600.0,4885902.65,7485902.65,583600.0,583600.0,4000000.0,2010,2010.0,7.0
1477,2043,1,2013-01-22,200.0,未参评,0.0,2000000.0,0.0,2000000.0,3587306.01,3889990.01,2000000.0,2000000.0,2000000.0,2013,2013.0,4.0
1478,2053,1,2012-05-31,200.0,4A,500000.0,0.0,0.0,500000.0,2070205.86,2111205.86,500000.0,500000.0,2000000.0,2012,2012.0,5.0
1479,4118,1,2014年12月05日,205.0,未参评,0.0,0.0,0.0,0.0,2057400.17,2057400.17,0.0,0.0,2050000.0,2014,2014.0,3.0
1480,4709,1,2015年09月25日,100.0,未参评,277168.2,0.0,0.0,277168.2,1344937.83,1358227.62,277168.2,277168.2,1000000.0,2015,2015.0,2.0
1481,3279,1,2013-03-14,2000.0,未参评,2510000.0,5300000.0,0.0,7810000.0,23603096.46,23603441.46,7810000.0,7810000.0,20000000.0,2013,2013.0,4.0
1482,3040,0,1990-01-01,402.5,3A,0.0,0.0,0.0,0.0,4046640.84,4046640.84,0.0,0.0,4025000.0,1990,1990.0,27.0
1483,1634,0,1986-09-01,400.0,5A,4560515.6,0.0,2327500.0,2233015.6,9475209.04,9537048.3,4560515.6,4560515.6,4000000.0,1986,1986.0,31.0
1484,3062,0,2005-08-12,400.0,未参评,498251.0,0.0,0.0,498251.0,5794249.59,5796049.59,498251.0,498251.0,4000000.0,2005,2005.0,12.0
1485,4409,1,2015-04-15,200.0,未参评,115360.0,0.0,115360.0,0.0,3682071.83,3682071.83,115360.0,115360.0,2000000.0,2015,2015.0,2.0
1486,3605,1,2013-11-01,200.0,--,345436.0,0.0,0.0,345436.0,1843532.55,1893532.55,345436.0,345436.0,2000000.0,2013,2013.0,4.0
1487,1632,1,2006-09-08,200.0,4A,1150000.0,0.0,0.0,1150000.0,748317.07,1108081.7,1150000.0,1150000.0,2000000.0,2006,2006.0,11.0
1488,5279,1,2016年11月08日,200.0,--,2550000.0,0.0,0.0,2550000.0,2550519.9,2550519.9,2550000.0,2550000.0,2000000.0,2016,2016.0,1.0
1489,3676,0,2014-01-16,410.0,未参评,0.0,0.0,0.0,0.0,4071985.66,4125549.16,0.0,0.0,4100000.0,2014,2014.0,3.0
1490,4620,1,2015-07-29,200.0,未参评,1095547.01,0.0,0.0,1095547.01,1646324.97,1646324.97,1095547.01,1095547.01,2000000.0,2015,2015.0,2.0
1491,5060,0,2016年07月27日,1000.0,--,0.0,0.0,0.0,0.0,11902162.22,12002162.22,0.0,0.0,10000000.0,2016,2016.0,1.0
1492,3079,1,2009-11-25,200.0,3A,2110000.0,0.0,0.0,2110000.0,10375258.85,10375258.85,2110000.0,2110000.0,2000000.0,2009,2009.0,8.0
1493,3588,0,2012-08-29,400.0,未参评,945000.0,0.0,945000.0,0.0,4011354.86,4011354.86,945000.0,945000.0,4000000.0,2012,2012.0,5.0
1494,1070,1,2010-07-27,200.0,4A,41260.0,0.0,0.0,41260.0,70691904.55,70691904.55,41260.0,41260.0,2000000.0,2010,2010.0,7.0
1495,5273,1,2016-07-25,200.0,--,0.0,0.0,0.0,0.0,2001867.86,2003067.86,0.0,0.0,2000000.0,2016,2016.0,1.0
1496,3993,1,2014-08-29,200.0,未参评,560000.0,0.0,560000.0,0.0,3680786.59,3703086.79,560000.0,560000.0,2000000.0,2014,2014.0,3.0
1497,3138,1,2010-06-30,200.0,3A,1520000.0,0.0,0.0,1520000.0,10713816.64,10713816.64,1520000.0,1520000.0,2000000.0,2010,2010.0,7.0
1500,60,0,1992年10月28日,400.0,5A,21323709.83,0.0,0.0,0.0,48873684.39,49097975.75,0.0,21323709.83,4000000.0,1992,1992.0,25.0
1501,1042,0,2011-03-14,400.0,未参评,0.0,2381897.56,2381897.56,0.0,2576132.25,10576132.25,2381897.56,2381897.56,4000000.0,2011,2011.0,6.0
1502,2269,1,2013-12-01,200.0,5A,4523412.66,0.0,0.0,4523412.66,-1046497.3,2502672.37,4523412.66,4523412.66,2000000.0,2013,2013.0,4.0
1503,1338,0,1992-05-01,400.0,未参评,0.0,215670.0,0.0,215670.0,4468468.44,4484749.74,215670.0,215670.0,4000000.0,1992,1992.0,25.0
1504,2119,1,2012-01-13,235.0,未参评,250000.0,0.0,0.0,250000.0,2892552.49,2892552.49,250000.0,250000.0,2350000.0,2012,2012.0,5.0
1505,2477,1,2010-07-16,1000.0,未参评,12256729.26,0.0,0.0,12256729.26,11992985.24,11992985.24,12256729.26,12256729.26,10000000.0,2010,2010.0,7.0
1506,2244,1,2011-06-20,200.0,未参评,0.0,0.0,0.0,0.0,167570.72,167570.72,0.0,0.0,2000000.0,2011,2011.0,6.0
1507,2160,0,2005-08-15,400.0,未参评,30569422.45,0.0,30569422.45,0.0,23922554.33,26305044.16,30569422.45,30569422.45,4000000.0,2005,2005.0,12.0
1508,354,0,2005-05-25,1600.0,3A,0.0,0.0,0.0,0.0,4645072.86,4645072.86,0.0,0.0,16000000.0,2005,2005.0,12.0
1509,4622,1,2015年08月10日,500.0,未参评,5143000.0,0.0,0.0,5143000.0,7572990.13,7586318.13,5143000.0,5143000.0,5000000.0,2015,2015.0,2.0
1510,4773,1,2015年11月06日,200.0,未参评,0.0,0.0,0.0,0.0,6041.35,6041.35,0.0,0.0,2000000.0,2015,2015.0,2.0
1511,2826,0,1991-08-12,400.0,3A,0.0,0.0,0.0,0.0,8507978.17,8507978.17,0.0,0.0,4000000.0,1991,1991.0,26.0
1512,4715,1,2015-09-16,200.0,--,1272100.0,0.0,0.0,1272100.0,3281141.67,3281141.67,1272100.0,1272100.0,2000000.0,2015,2015.0,2.0
1513,3399,0,1994-09-10,400.0,4A,112378430.5,0.0,112378430.5,0.0,97639375.4,97639375.4,112378430.5,112378430.5,4000000.0,1994,1994.0,23.0
1514,43,1,2004年06月01日,400.0,5A,251271907.15,0.0,246182174.34,5089732.81,589775601.23,597064176.09,251271907.15,251271907.15,4000000.0,2004,2004.0,13.0
1515,890,0,2008-06-26,500.0,未参评,1541077.6,0.0,808000.0,733077.6,6162057.25,6162057.25,1541077.6,1541077.6,5000000.0,2008,2008.0,9.0
1516,3454,0,2009-07-20,400.0,4A,17120441.07,55174.72,17168765.79,6850.0,22767302.53,22782302.53,17175615.79,17175615.79,4000000.0,2009,2009.0,8.0
1517,132,1,2006年05月26日,200.0,未参评,3543690.68,0.0,41300.0,3502390.68,25606125.75,25606125.75,3543690.68,3543690.68,2000000.0,2006,2006.0,11.0
1518,4233,1,2014-12-31,200.0,未参评,10000000.0,0.0,0.0,10000000.0,22270188.89,23452748.88,10000000.0,10000000.0,2000000.0,2014,2014.0,3.0
1519,5163,1,2016-06-03,200.0,--,4200000.0,0.0,4200000.0,0.0,4796199.38,4796199.38,4200000.0,4200000.0,2000000.0,2016,2016.0,1.0
1520,3862,1,2014年06月20日,7730.0,未参评,7000000.0,0.0,1000000.0,6000000.0,93679829.19,93680439.19,7000000.0,7000000.0,77300000.0,2014,2014.0,3.0
1521,4744,1,2015年10月19日,200.0,--,19038.0,61000.0,0.0,80038.0,1803854.03,1803854.03,80038.0,80038.0,2000000.0,2015,2015.0,2.0
1522,2874,0,1989-04-15,400.0,未参评,1019500.0,0.0,0.0,1019500.0,13258401.92,13258401.92,1019500.0,1019500.0,4000000.0,1989,1989.0,28.0
1523,2062,1,1993-08-09,230.0,未参评,4610164.2,0.0,4610164.2,0.0,13361919.62,13361919.62,4610164.2,4610164.2,2300000.0,1993,1993.0,24.0
1524,4572,1,2015-06-17,200.0,未参评,3035579.08,0.0,2588004.98,447574.1,6995297.44,6995297.44,3035579.08,3035579.08,2000000.0,2015,2015.0,2.0
1525,3224,1,2010-09-19,200.0,3A,1000000.0,0.0,0.0,1000000.0,2010689.38,2993749.38,1000000.0,1000000.0,2000000.0,2010,2010.0,7.0
1526,1836,0,2013-12-05,500.0,未参评,0.0,0.0,0.0,0.0,7268273.82,7268273.82,0.0,0.0,5000000.0,2013,2013.0,4.0
1527,3977,1,2014-08-06,200.0,未参评,669200.0,0.0,0.0,669200.0,2252213.07,2252213.07,669200.0,669200.0,2000000.0,2014,2014.0,3.0
1528,5410,1,2016年12月08日,200.0,--,0.0,0.0,528325.4,2000000.0,2528546.43,2528546.43,2528325.4,0.0,2000000.0,2016,2016.0,1.0
1529,75,0,1994年05月06日,46000.0,5A,636836845.89,84645562.7,574870715.38,146611693.21,2658049860.68,2673960994.5,721482408.59,721482408.59,460000000.0,1994,1994.0,23.0
1530,6577,1,2016-08-17,200.0,--,1412267.0,0.0,1412267.0,0.0,2015222.2,2015222.2,1412267.0,1412267.0,2000000.0,2016,2016.0,1.0
1531,4279,1,2015-01-15,500.0,未参评,200000.0,158891.65,358891.65,0.0,6184376.14,6184482.24,358891.65,358891.65,5000000.0,2015,2015.0,2.0
1532,2481,0,1989-01-08,400.0,4A,26125913.97,0.0,11824938.28,14300975.69,84971283.05,87254580.41,26125913.97,26125913.97,4000000.0,1989,1989.0,28.0
1533,1106,1,2007-03-05,200.0,4A,1269735.55,3870.0,1198599.55,75006.0,4475439.1,4545369.1,1273605.55,1273605.55,2000000.0,2007,2007.0,10.0
1534,3214,0,2004-12-22,400.0,3A,428376.0,0.0,90910.0,337466.0,4289966.06,4289966.06,428376.0,428376.0,4000000.0,2004,2004.0,13.0
1535,1178,1,1990-09-17,210.0,未参评,1044913.62,0.0,0.0,1044913.62,7094977.58,7094977.58,1044913.62,1044913.62,2100000.0,1990,1990.0,27.0
1536,2275,1,2012-09-04,600.0,未参评,0.0,0.0,0.0,0.0,3718444.04,3721539.99,0.0,0.0,6000000.0,2012,2012.0,5.0
1537,1826,1,2013-07-12,1000.0,--,2386800.0,0.0,0.0,2386800.0,8822941.63,8904041.63,2386800.0,2386800.0,10000000.0,2013,2013.0,4.0
1538,2226,1,2012-10-25,200.0,未参评,1500000.0,0.0,0.0,1500000.0,98583089.68,98583089.68,1500000.0,1500000.0,2000000.0,2012,2012.0,5.0
1539,2658,0,2013-01-18,470.0,未参评,16185800.0,0.0,16185800.0,0.0,31476890.45,31476890.45,16185800.0,16185800.0,4700000.0,2013,2013.0,4.0
1540,221,0,1996-05-15,800.0,4A,36620350.44,50070211.0,84439610.52,2250950.92,199280455.36,200055848.71,86690561.44,86690561.44,8000000.0,1996,1996.0,21.0
1541,397,1,2013-03-14,2000.0,未参评,10821045.31,0.0,10821045.31,0.0,39615700.25,39839420.25,10821045.31,10821045.31,20000000.0,2013,2013.0,4.0
1542,2838,1,2011-07-08,401.0,5A,1455595.7,0.0,0.0,1455595.7,5484700.67,5538800.67,1455595.7,1455595.7,4010000.0,2011,2011.0,6.0
1543,2305,1,2004-11-01,200.0,未参评,1120447.0,0.0,0.0,1120447.0,9352766.13,10280053.8,1120447.0,1120447.0,2000000.0,2004,2004.0,13.0
1544,2480,1,2012-05-11,200.0,未参评,1883284.0,0.0,0.0,1883284.0,27374119.52,27377809.56,1883284.0,1883284.0,2000000.0,2012,2012.0,5.0
1545,4807,1,2015年11月25日,200.0,未参评,2601000.0,0.0,0.0,2601000.0,4142527.22,4142527.22,2601000.0,2601000.0,2000000.0,2015,2015.0,2.0
1546,3010,1,2008-01-08,200.0,3A,465594.5,0.0,463000.0,2594.5,8021903.36,8021903.36,465594.5,465594.5,2000000.0,2008,2008.0,9.0
1547,1687,0,2009-01-05,409.33,未参评,2090610.6,0.0,2090610.6,0.0,12075823.64,12106223.64,2090610.6,2090610.6,4093300.0,2009,2009.0,8.0
1548,3778,1,2014-04-14,500.0,未参评,0.0,0.0,0.0,0.0,3904578.43,4100921.62,0.0,0.0,5000000.0,2014,2014.0,3.0
1549,3118,0,2009-12-15,415.0,2A,1376500.0,0.0,0.0,1376500.0,6964758.72,6966458.72,1376500.0,1376500.0,4150000.0,2009,2009.0,8.0
1550,5044,1,2016年07月11日,200.0,--,4000000.0,0.0,2000000.0,2000000.0,4001968.08,4002154.91,4000000.0,4000000.0,2000000.0,2016,2016.0,1.0
1551,2107,1,2006-08-01,200.0,未参评,0.0,0.0,0.0,0.0,895258.91,895258.91,0.0,0.0,2000000.0,2006,2006.0,11.0
1552,4794,1,2015-11-02,500.0,未参评,5120350.0,0.0,0.0,5120350.0,7890760.62,7890760.62,5120350.0,5120350.0,5000000.0,2015,2015.0,2.0
1553,4263,1,2015年01月12日,500.0,未参评,32238321.01,0.0,12147700.0,20090621.01,33634987.62,34655210.62,32238321.01,32238321.01,5000000.0,2015,2015.0,2.0
1554,125,0,1994年04月01日,900.0,4A,16359488.67,0.0,12008485.17,4351003.5,78186637.72,100610183.57,16359488.67,16359488.67,9000000.0,1994,1994.0,23.0
