,ricf_oid,ba_ntr,ba_fdt,ba_fnd,ba_evl,ao_ad,ao_adn,fa_dine_this,fa_dinu_this,fp_ntt_end,fp_tt_end
1373,3081,公募基金会,2013-01-25,450.00,未参评,"26,630,000.00",0.00,0.00,"26,630,000.00","4,995,458.55","4,995,458.55"
1374,2799,非公募基金会,2013-03-18,200.00,未参评,"8,426,305.43",0.00,"7,450,001.12","976,304.31","6,751,327.87","6,751,327.87"
1375,470,非公募基金会,2012-08-14,"10,000.00",未参评,0.00,0.00,0.00,0.00,"108,167,416.71","108,172,445.91"
1376,2759,非公募基金会,2006-07-27,450.00,3A,"91,650.00",0.00,0.00,"91,650.00","5,467,839.49","5,467,839.49"
1377,3444,公募基金会,2008-04-21,400.00,5A,"68,202,313.32","32,800.00","67,068,864.20","1,166,249.12","37,475,881.70","37,476,771.98"
1378,3994,非公募基金会,2014-08-08,200.00,未参评,0.00,0.00,0.00,0.00,"1,090,608.92","1,141,221.32"
1379,109,,2008年04月19日,250万元,未参评,467994.0,0.0,0.0,467994.0,14978972.04,14978972.04
1380,109,非公募基金会,2008年04月09日,250.0,,467994.0,0.0,0.0,467994.0,14978972.04,14978972.04
1381,2216,非公募基金会,2012-09-04,333.00,未参评,"3,131,000.00",0.00,"3,131,000.00",0.00,"6,260,446.41","6,261,610.74"
1382,259,公募基金会,发起人,800.00,3A,"353,045,510.81","29,822,107.20","382,867,618.01",0.00,"373,237,378.28","375,539,632.36"
1383,2151,非公募基金会,2013-07-19,200.00,未参评,"159,000.00",0.00,0.00,"159,000.00","823,796.32","823,796.32"
1384,2105,非公募基金会,2010-06-01,200.00,未参评,0.00,0.00,0.00,0.00,"5,207,702.55","5,207,702.55"
1385,5551,非公募基金会,2016-12-19,200.00,--,0.00,0.00,0.00,0.00,"2,000,550.00","2,000,550.00"
1386,5506,非公募基金会,2016年12月28日,200.0,--,2000000.0,0.0,0.0,2000000.0,2000000.0,2000000.0
1387,2815,公募基金会,1994-09-13,400.00,5A,"3,421,358.03",0.00,"268,364.30","3,152,993.73","33,793,316.35","42,581,748.77"
1388,4922,非公募基金会,2016年01月15日,500.0,--,6658761.8,26418.0,0.0,6685179.8,3875582.78,4236346.97
1389,262,公募基金会,2010-11-23,800.00,2A,"2,200,000.00",0.00,"1,000,000.00","1,200,000.00","25,830,892.20","26,964,216.80"
1390,4775,非公募基金会,2015年11月06日,200.0,未参评,1339454.0,0.0,0.0,1339454.0,5461977.86,5461977.86
1391,31,公募基金会,1993年08月13日,1400.0,未参评,0.0,0.0,300000.0,854958.28,12765520.78,14518512.39
1392,1038,非公募基金会,2005年09月22日,200.0,未参评,1300000.0,0.0,0.0,1300000.0,113419984.08,113419984.08
1393,318,公募基金会,1986-10-10,400.00,未参评,0.00,0.00,0.00,0.00,"4,001,467.10","4,001,467.10"
1394,5316,非公募基金会,2016年12月06日,200.0,--,2000000.0,0.0,0.0,2000000.0,2001566.7,2001566.7
1395,154,非公募基金会,2010年03月08日,251.0,未参评,711500.0,0.0,120000.0,591500.0,5686333.84,5706333.84
1396,3000,非公募基金会,2011-06-07,200.00,未参评,"40,801,276.90",0.00,"40,796,211.06","5,065.84","44,934,036.11","51,934,041.11"
1397,2112,非公募基金会,2013-12-03,200.00,未参评,"160,500.00",0.00,0.00,"160,000.00","2,001,574.46","2,002,074.46"
1398,5247,非公募基金会,2016-09-14,200.00,--,0.00,0.00,0.00,0.00,"1,992,015.79","1,992,015.79"
1399,3093,非公募基金会,2013-03-18,200.00,未参评,"160,000.00",0.00,0.00,"160,000.00","2,022,513.04","2,051,313.04"
1400,21,公募基金会,2010年07月30日,14000.0,未参评,2000000.0,0.0,0.0,2000000.0,191250506.94,197750506.94
1401,4811,非公募基金会,2015年11月25日,350.0,未参评,4147572.0,0.0,0.0,4147572.0,6333520.76,6333523.76
1402,3580,非公募基金会,2013-09-09,200.00,未参评,0.00,0.00,0.00,0.00,"2,122,068.42","2,122,068.42"
1403,1621,非公募基金会,2013-06-05,"1,000.00",未参评,"2,050,000.00",0.00,0.00,"2,050,000.00","10,929,563.19","10,958,243.19"
1404,3695,非公募基金会,2014-03-13,200.00,未参评,"141,000.00",0.00,0.00,"141,000.00","2,029,085.80","2,029,085.80"
1405,89,公募基金会,1992年03月18日,1000.0,未参评,171462.0,0.0,0.0,171462.0,12916157.1,12922757.1
1406,228,公募基金会,1998-06-10,800.00,未参评,"10,490,100.00",0.00,0.00,"10,490,100.00","23,999,577.35","24,029,954.68"
1407,4413,非公募基金会,2015-04-18,262.00,未参评,"147,200.00",0.00,"140,000.00","7,200.00","2,509,400.55","2,509,400.55"
1408,4178,公募基金会,2014-02-28,400.53,未参评,"13,670,893.44",0.00,0.00,"13,670,893.44","23,131,581.33","23,131,581.33"
1409,4398,非公募基金会,2015-04-10,200.00,未参评,"341,392.78",0.00,"25,605.77","315,787.01","2,302,041.10","2,302,041.10"
1410,1144,,2011年11月04日,200万元,未参评,"420,000.00",0.00,0.00,"420,000.00","2,128,560.97","2,128,560.97"
1411,1144,非公募基金会,2011-11-04,200.00,,"420,000.00",0.00,0.00,"420,000.00","2,128,560.97","2,128,560.97"
1412,1169,非公募基金会,2012-06-04,342.41,未参评,"1,462,915.95",0.00,"80,000.00","1,382,915.95","6,390,018.51","6,390,018.51"
1413,3320,公募基金会,2005-11-25,400.00,未参评,"1,590,000.00",0.00,0.00,"1,590,000.00","2,491,419.94","2,591,419.94"
1414,3157,非公募基金会,2011-02-11,"1,000.00",4A,"2,892,611.06",0.00,0.00,"2,892,611.06","40,602,874.42","40,784,554.42"
1415,1622,非公募基金会,2010-08-13,200.00,未参评,0.00,0.00,0.00,0.00,"7,291,656.63","7,294,962.46"
1416,4888,非公募基金会,2015-11-27,201.00,--,"100,000.00",0.00,"50,000.00","50,000.00","1,815,108.07","2,034,159.42"
1417,79,公募基金会,2003年07月02日,400.0,未参评,0.0,0.0,0.0,0.0,4833967.01,4968967.01
1418,3651,非公募基金会,2014-01-06,200.00,未参评,"200,000.00",0.00,0.00,"200,000.00","2,041,334.41","2,041,334.41"
1419,3356,,1993年04月14日,400万元,5A,"18,244,430.48",0.00,0.00,"18,244,430.48","18,224,148.46","18,267,545.46"
1420,3356,公募基金会,1993-04-14,400.00,,"18,244,430.48",0.00,0.00,"18,244,430.48","18,224,148.46","18,267,545.46"
1421,5114,非公募基金会,2016-08-03,200.00,--,"194,299.30",0.00,0.00,"194,299.30","2,004,830.14","2,012,330.14"
1422,3991,非公募基金会,2014-08-21,200.00,未参评,"2,558,758.59","88,130.00","180,247.66","2,466,640.93","2,015,212.89","2,015,212.89"
1423,2752,非公募基金会,2013-03-18,200.00,未参评,"221,465.60",0.00,"221,465.60",0.00,"7,037,826.18","7,037,826.18"
1424,2718,公募基金会,2012-02-10,410.00,未参评,0.00,0.00,0.00,0.00,"4,150,527.24","4,150,527.24"
1425,3833,非公募基金会,2014年06月10日,300.0,未参评,4558043.85,1100.0,3247581.98,1311561.87,3412905.73,3865929.47
1426,1314,公募基金会,2005-12-16,600.00,4A,"3,500,000.00",0.00,0.00,"3,500,000.00","24,476,587.36","34,690,696.36"
1427,225,非公募基金会,2011-01-14,"31,100.00",3A,0.00,0.00,0.00,0.00,"321,892,176.80","322,352,044.07"
1428,3178,非公募基金会,2013-01-14,500.00,未参评,0.00,0.00,0.00,0.00,"5,358,134.48","5,385,734.48"
1429,152,非公募基金会,2006年05月26日,200.0,未参评,471200.0,0.0,0.0,471200.0,2480822.74,2593412.55
1430,26,非公募基金会,2011年06月10日,200.0,未参评,5228980.59,0.0,5198707.74,30272.85,12527971.61,12687971.61
1431,2871,非公募基金会,2009-08-28,500.00,未参评,"850,000.00",0.00,0.00,"850,000.00","5,723,721.43","5,723,721.43"
1432,3608,非公募基金会,2013-09-27,0.00,未参评,0.00,0.00,0.00,0.00,"1,244,278.54","1,244,278.54"
1433,1828,非公募基金会,2011-12-21,200.00,未参评,"200,000.00",0.00,0.00,"200,000.00","3,886,662.01","3,886,662.01"
1434,1142,,2010年05月19日,401万元,3A,"1,265,621.60",0.00,"400,000.00","865,621.60","3,693,238.32","4,057,786.42"
1435,1142,公募基金会,2010-05-19,401.00,,"1,265,621.60",0.00,"400,000.00","865,621.60","3,693,238.32","4,057,786.42"
1436,3030,非公募基金会,2013-12-27,200.00,未参评,"194,500.00",0.00,"194,500.00",0.00,"2,082,116.61","2,087,641.50"
1437,2794,非公募基金会,2013-10-24,200.00,未参评,"5,000,000.00",0.00,0.00,"5,000,000.00","7,083,871.38","7,083,871.38"
1438,4848,非公募基金会,2015年12月09日,200.0,未参评,158308.3,0.0,0.0,158308.3,2005490.3,2005490.3
1439,3017,公募基金会,1985-04-29,400.00,3A,"5,101,971.54","19,426,646.23","4,748,985.54","19,779,632.23","20,114,882.83","20,262,023.41"
1440,2233,非公募基金会,2005-11-28,219.00,4A,"292,105.26",0.00,0.00,"292,105.26","10,773,315.74","10,781,793.14"
1441,2301,公募基金会,1989-07-25,400.00,未参评,"876,800.00",0.00,"846,800.00","30,000.00","17,738,353.80","19,738,353.80"
1442,2961,非公募基金会,2013-05-30,258.00,未参评,"52,100,000.00",0.00,0.00,"52,100,000.00","71,935,226.20","71,935,226.20"
1443,4289,非公募基金会,2015-01-14,"5,000.00",未参评,"32,000,000.00",0.00,0.00,"32,000,000.00","51,765,962.19","51,765,962.19"
1444,1136,公募基金会,2012-09-20,400.00,未参评,"626,041.00","898,200.00",0.00,"1,524,241.00","5,314,837.59","5,314,837.59"
1445,3955,非公募基金会,2014-09-05,400.00,未参评,0.00,0.00,0.00,0.00,"4,032,440.23","4,032,440.23"
1446,2699,公募基金会,2013-12-25,400.00,未参评,"60,000.00",0.00,0.00,"60,000.00","5,244,586.73","5,244,586.73"
1447,2257,非公募基金会,2014-01-09,"1,000.00",未参评,"55,000.00",0.00,0.00,"55,000.00",0.00,0.00
1448,51,非公募基金会,2012年05月15日,200.0,未参评,0.0,0.0,0.0,300000.0,2547431.76,2554241.76
1449,4022,非公募基金会,2014年09月19日,200.0,未参评,3234610.0,0.0,2249015.0,985595.0,4715084.55,4715084.55
1450,5108,公募基金会,2016-05-23,"1,000.00",--,"14,000,000.00",0.00,0.00,"14,000,000.00","23,746,238.47","23,746,238.47"
1451,5887,非公募基金会,2016-04-29,200.00,--,"7,173,456.00",0.00,"183,456.00","6,990,000.00","7,810,201.75","8,037,346.75"
1452,1631,公募基金会,2011-04-28,400.00,未参评,"72,722.43","490,844.00","47,519.20","516,047.23","4,212,699.29","4,341,620.95"
1453,193,非公募基金会,2011-03-04,"2,000.00",4A,"31,641,174.00",0.00,"28,600,974.00","3,040,200.00","299,268,671.65","299,388,391.65"
1454,41,公募基金会,1994年03月21日,600.0,未参评,0.0,0.0,0.0,0.0,12985044.39,13170819.39
1455,3165,非公募基金会,2011-03-10,200.00,未参评,"552,150.00","643,235.00",0.00,"1,195,385.00","2,002,894.91","2,002,894.91"
1456,3330,非公募基金会,2010-06-04,200.00,未参评,0.00,0.00,0.00,0.00,"1,072,438.70","1,072,438.70"
1457,1797,公募基金会,2010-12-08,400.00,未参评,"412,500.00",0.00,"12,500.00","400,000.00","11,783,630.96","12,171,889.00"
1458,4502,非公募基金会,2015-05-19,200.00,未参评,"14,536,301.67","45,269.00","10,686,969.00","3,894,601.67","8,809,746.32","8,809,746.32"
1459,2286,非公募基金会,2013-06-05,200.00,未参评,"52,415,489.54",0.00,"1,867,081.10","50,548,408.44","51,992,318.26","52,037,527.79"
1460,4330,公募基金会,2015-01-06,400.00,未参评,"256,479.24",0.00,0.00,"256,479.24","4,498,387.39","4,658,602.78"
1461,3034,公募基金会,2008-06-24,"1,000.00",未参评,"1,000,000.00",0.00,0.00,"1,000,000.00","10,006,420.34","10,026,790.34"
1462,3197,公募基金会,1998-12-01,610.00,未参评,"5,089,995.67","7,067,500.00",0.00,"12,157,495.67","34,455,325.84","34,455,325.84"
1463,950,非公募基金会,2010-08-11,400.00,4A,"23,103,000.00",0.00,0.00,"23,103,000.00","49,778,319.48","49,817,319.48"
1464,970,公募基金会,2013-12-25,500.00,未参评,0.00,0.00,0.00,0.00,"8,831,038.68","8,831,038.68"
1465,4294,非公募基金会,2015-01-29,300.00,--,0.00,0.00,0.00,0.00,"2,732,271.70","2,738,975.30"
1466,2473,非公募基金会,1994-01-25,"2,000.00",5A,"1,589,318,748.73",0.00,"1,336,558,687.47","252,760,061.26","6,301,049,684.52","6,318,334,098.23"
1467,197,公募基金会,2010-07-09,800.00,4A,"42,122,108.71","32,072,354.86","72,411,131.99","1,783,331.58","117,417,830.10","123,478,386.02"
1468,3426,公募基金会,2007-09-07,400.00,4A,"3,111,280.00",0.00,"1,489,300.00","1,621,980.00","9,634,130.89","9,634,170.89"
1469,5241,非公募基金会,2016年10月28日,266.0,--,0.0,0.0,0.0,2660000.0,2562918.33,2662918.33
1470,3558,非公募基金会,2013-08-15,200.00,未参评,"234,000.00",0.00,0.00,"234,000.00","267,353.03","267,353.03"
1471,4337,非公募基金会,2015-01-30,200.00,未参评,"1,290,000.00",0.00,"100,000.00","1,190,000.00","2,283,792.70","2,285,512.44"
1472,945,非公募基金会,2002-01-01,"2,000.00",3A,"71,027,905.09",0.00,"71,027,905.09",0.00,"83,313,401.61","83,469,830.14"
1473,5198,非公募基金会,2016年09月12日,300.0,--,3000000.0,0.0,0.0,3000000.0,2989283.64,16019807.6
1474,1048,公募基金会,2006-06-20,400.00,4A,"922,636.30","4,497,075.10","5,302,979.10","116,732.30","5,532,073.54","5,542,739.36"
1475,2320,非公募基金会,2007-10-30,200.00,未参评,0.00,0.00,0.00,0.00,"905,283.03","980,693.43"
1476,1795,公募基金会,2010-05-13,400.00,未参评,"583,600.00",0.00,0.00,"583,600.00","4,885,902.65","7,485,902.65"
1477,2043,非公募基金会,2013-01-22,200.00,未参评,0.00,"2,000,000.00",0.00,"2,000,000.00","3,587,306.01","3,889,990.01"
1478,2053,非公募基金会,2012-05-31,200.00,4A,"500,000.00",0.00,0.00,"500,000.00","2,070,205.86","2,111,205.86"
1479,4118,非公募基金会,2014年12月05日,205.0,未参评,0.0,0.0,0.0,0.0,2057400.17,2057400.17
1480,4709,非公募基金会,2015年09月25日,100.0,未参评,277168.2,0.0,0.0,277168.2,1344937.83,1358227.62
1481,3279,非公募基金会,2013-03-14,"2,000.00",未参评,"2,510,000.00","5,300,000.00",0.00,"7,810,000.00","23,603,096.46","23,603,441.46"
1482,3040,公募基金会,1990-01-01,402.50,3A,0.00,0.00,0.00,0.00,"4,046,640.84","4,046,640.84"
1483,1634,公募基金会,1986-09-01,400.00,5A,"4,560,515.60",0.00,"2,327,500.00","2,233,015.60","9,475,209.04","9,537,048.30"
1484,3062,公募基金会,2005-08-12,400.00,未参评,"498,251.00",0.00,0.00,"498,251.00","5,794,249.59","5,796,049.59"
1485,4409,非公募基金会,2015-04-15,200.00,未参评,"115,360.00",0.00,"115,360.00",0.00,"3,682,071.83","3,682,071.83"
1486,3605,非公募基金会,2013-11-01,200.00,--,"345,436.00",0.00,0.00,"345,436.00","1,843,532.55","1,893,532.55"
1487,1632,非公募基金会,2006-09-08,200.00,4A,"1,150,000.00",0.00,0.00,"1,150,000.00","748,317.07","1,108,081.70"
1488,5279,非公募基金会,2016年11月08日,200.0,--,2550000.0,0.0,0.0,2550000.0,2550519.9,2550519.9
1489,3676,公募基金会,2014-01-16,410.00,未参评,0.00,0.00,0.00,0.00,"4,071,985.66","4,125,549.16"
1490,4620,非公募基金会,2015-07-29,200.00,未参评,"1,095,547.01",0.00,0.00,"1,095,547.01","1,646,324.97","1,646,324.97"
1491,5060,公募基金会,2016年07月27日,1000.0,--,0.0,0.0,0.0,0.0,11902162.22,12002162.22
1492,3079,非公募基金会,2009-11-25,200.00,3A,"2,110,000.00",0.00,0.00,"2,110,000.00","10,375,258.85","10,375,258.85"
1493,3588,公募基金会,2012-08-29,400.00,未参评,"945,000.00",0.00,"945,000.00",0.00,"4,011,354.86","4,011,354.86"
1494,1070,非公募基金会,2010-07-27,200.00,4A,"41,260.00",0.00,0.00,"41,260.00","70,691,904.55","70,691,904.55"
1495,5273,非公募基金会,2016-07-25,200.00,--,0.00,0.00,0.00,0.00,"2,001,867.86","2,003,067.86"
1496,3993,非公募基金会,2014-08-29,200.00,未参评,"560,000.00",0.00,"560,000.00",0.00,"3,680,786.59","3,703,086.79"
1497,3138,非公募基金会,2010-06-30,200.00,3A,"1,520,000.00",0.00,0.00,"1,520,000.00","10,713,816.64","10,713,816.64"
1498,2842,,2003年08月08日,400万元,未参评,0.00,0.00,0.00,0.00,"3,080,499.68","3,080,499.68"
1499,2842,公募基金会,2003-08-08,400.00,,0.00,0.00,0.00,0.00,"3,080,499.68","3,080,499.68"
1500,60,公募基金会,1992年10月28日,400.0,5A,21323709.83,0.0,0.0,0.0,48873684.39,49097975.75
1501,1042,公募基金会,2011-03-14,400.00,未参评,0.00,"2,381,897.56","2,381,897.56",0.00,"2,576,132.25","10,576,132.25"
1502,2269,非公募基金会,2013-12-01,200.00,5A,"4,523,412.66",0.00,0.00,"4,523,412.66","-1,046,497.30","2,502,672.37"
1503,1338,公募基金会,1992-05-01,400.00,未参评,0.00,"215,670.00",0.00,"215,670.00","4,468,468.44","4,484,749.74"
1504,2119,非公募基金会,2012-01-13,235.00,未参评,"250,000.00",0.00,0.00,"250,000.00","2,892,552.49","2,892,552.49"
1505,2477,非公募基金会,2010-07-16,"1,000.00",未参评,"12,256,729.26",0.00,0.00,"12,256,729.26","11,992,985.24","11,992,985.24"
1506,2244,非公募基金会,2011-06-20,200.00,未参评,0.00,0.00,0.00,0.00,"167,570.72","167,570.72"
1507,2160,公募基金会,2005-08-15,400.00,未参评,"30,569,422.45",0.00,"30,569,422.45",0.00,"23,922,554.33","26,305,044.16"
1508,354,公募基金会,2005-05-25,"1,600.00",3A,0.00,0.00,0.00,0.00,"4,645,072.86","4,645,072.86"
1509,4622,非公募基金会,2015年08月10日,500.0,未参评,5143000.0,0.0,0.0,5143000.0,7572990.13,7586318.13
1510,4773,非公募基金会,2015年11月06日,200.0,未参评,0.0,0.0,0.0,0.0,6041.35,6041.35
1511,2826,公募基金会,1991-08-12,400.00,3A,0.00,0.00,0.00,0.00,"8,507,978.17","8,507,978.17"
1512,4715,非公募基金会,2015-09-16,200.00,--,"1,272,100.00",0.00,0.00,"1,272,100.00","3,281,141.67","3,281,141.67"
1513,3399,公募基金会,1994-09-10,400.00,4A,"112,378,430.50",0.00,"112,378,430.50",0.00,"97,639,375.40","97,639,375.40"
1514,43,非公募基金会,2004年06月01日,400.0,5A,251271907.15,0.0,246182174.34,5089732.81,589775601.23,597064176.09
1515,890,公募基金会,2008-06-26,500.00,未参评,"1,541,077.60",0.00,"808,000.00","733,077.60","6,162,057.25","6,162,057.25"
1516,3454,公募基金会,2009-07-20,400.00,4A,"17,120,441.07","55,174.72","17,168,765.79","6,850.00","22,767,302.53","22,782,302.53"
1517,132,非公募基金会,2006年05月26日,200.0,未参评,3543690.68,0.0,41300.0,3502390.68,25606125.75,25606125.75
1518,4233,非公募基金会,2014-12-31,200.00,未参评,"10,000,000.00",0.00,0.00,"10,000,000.00","22,270,188.89","23,452,748.88"
1519,5163,非公募基金会,2016-06-03,200.00,--,"4,200,000.00",0.00,"4,200,000.00",0.00,"4,796,199.38","4,796,199.38"
1520,3862,非公募基金会,2014年06月20日,7730.0,未参评,7000000.0,0.0,1000000.0,6000000.0,93679829.19,93680439.19
1521,4744,非公募基金会,2015年10月19日,200.0,--,19038.0,61000.0,0.0,80038.0,1803854.03,1803854.03
1522,2874,公募基金会,1989-04-15,400.00,未参评,"1,019,500.00",0.00,0.00,"1,019,500.00","13,258,401.92","13,258,401.92"
1523,2062,非公募基金会,1993-08-09,230.00,未参评,"4,610,164.20",0.00,"4,610,164.20",0.00,"13,361,919.62","13,361,919.62"
1524,4572,非公募基金会,2015-06-17,200.00,未参评,"3,035,579.08",0.00,"2,588,004.98","447,574.10","6,995,297.44","6,995,297.44"
1525,3224,非公募基金会,2010-09-19,200.00,3A,"1,000,000.00",0.00,0.00,"1,000,000.00","2,010,689.38","2,993,749.38"
1526,1836,公募基金会,2013-12-05,500.00,未参评,0.00,0.00,0.00,0.00,"7,268,273.82","7,268,273.82"
1527,3977,非公募基金会,2014-08-06,200.00,未参评,"669,200.00",0.00,0.00,"669,200.00","2,252,213.07","2,252,213.07"
1528,5410,非公募基金会,2016年12月08日,200.0,--,0.0,0.0,528325.4,2000000.0,2528546.43,2528546.43
1529,75,公募基金会,1994年05月06日,46000.0,5A,636836845.89,84645562.7,574870715.38,146611693.21,2658049860.68,2673960994.5
1530,6577,非公募基金会,2016-08-17,200.00,--,"1,412,267.00",0.00,"1,412,267.00",0.00,"2,015,222.20","2,015,222.20"
1531,4279,非公募基金会,2015-01-15,500.00,未参评,"200,000.00","158,891.65","358,891.65",0.00,"6,184,376.14","6,184,482.24"
1532,2481,公募基金会,1989-01-08,400.00,4A,"26,125,913.97",0.00,"11,824,938.28","14,300,975.69","84,971,283.05","87,254,580.41"
1533,1106,非公募基金会,2007-03-05,200.00,4A,"1,269,735.55","3,870.00","1,198,599.55","75,006.00","4,475,439.10","4,545,369.10"
1534,3214,公募基金会,2004-12-22,400.00,3A,"428,376.00",0.00,"90,910.00","337,466.00","4,289,966.06","4,289,966.06"
1535,1178,非公募基金会,1990-09-17,210.00,未参评,"1,044,913.62",0.00,0.00,"1,044,913.62","7,094,977.58","7,094,977.58"
1536,2275,非公募基金会,2012-09-04,600.00,未参评,0.00,0.00,0.00,0.00,"3,718,444.04","3,721,539.99"
1537,1826,非公募基金会,2013-07-12,"1,000.00",--,"2,386,800.00",0.00,0.00,"2,386,800.00","8,822,941.63","8,904,041.63"
1538,2226,非公募基金会,2012-10-25,200.00,未参评,"1,500,000.00",0.00,0.00,"1,500,000.00","98,583,089.68","98,583,089.68"
1539,2658,公募基金会,2013-01-18,470.00,未参评,"16,185,800.00",0.00,"16,185,800.00",0.00,"31,476,890.45","31,476,890.45"
1540,221,公募基金会,1996-05-15,800.00,4A,"36,620,350.44","50,070,211.00","84,439,610.52","2,250,950.92","199,280,455.36","200,055,848.71"
1541,397,非公募基金会,2013-03-14,"2,000.00",未参评,"10,821,045.31",0.00,"10,821,045.31",0.00,"39,615,700.25","39,839,420.25"
1542,2838,非公募基金会,2011-07-08,401.00,5A,"1,455,595.70",0.00,0.00,"1,455,595.70","5,484,700.67","5,538,800.67"
1543,2305,非公募基金会,2004-11-01,200.00,未参评,"1,120,447.00",0.00,0.00,"1,120,447.00","9,352,766.13","10,280,053.80"
1544,2480,非公募基金会,2012-05-11,200.00,未参评,"1,883,284.00",0.00,0.00,"1,883,284.00","27,374,119.52","27,377,809.56"
1545,4807,非公募基金会,2015年11月25日,200.0,未参评,2601000.0,0.0,0.0,2601000.0,4142527.22,4142527.22
1546,3010,非公募基金会,2008-01-08,200.00,3A,"465,594.50",0.00,"463,000.00","2,594.50","8,021,903.36","8,021,903.36"
1547,1687,公募基金会,2009-01-05,409.33,未参评,"2,090,610.60",0.00,"2,090,610.60",0.00,"12,075,823.64","12,106,223.64"
1548,3778,非公募基金会,2014-04-14,500.00,未参评,0.00,0.00,0.00,0.00,"3,904,578.43","4,100,921.62"
1549,3118,公募基金会,2009-12-15,415.00,2A,"1,376,500.00",0.00,0.00,"1,376,500.00","6,964,758.72","6,966,458.72"
1550,5044,非公募基金会,2016年07月11日,200.0,--,4000000.0,0.0,2000000.0,2000000.0,4001968.08,4002154.91
1551,2107,非公募基金会,2006-08-01,200.00,未参评,0.00,0.00,0.00,0.00,"895,258.91","895,258.91"
1552,4794,非公募基金会,2015-11-02,500.00,未参评,"5,120,350.00",0.00,0.00,"5,120,350.00","7,890,760.62","7,890,760.62"
1553,4263,非公募基金会,2015年01月12日,500.0,未参评,32238321.01,0.0,12147700.0,20090621.01,33634987.62,34655210.62
1554,125,公募基金会,1994年04月01日,900.0,4A,16359488.67,0.0,12008485.17,4351003.5,78186637.72,100610183.57
1555,3082,非公募基金会,2012-07-31,200.00,未参评,"308,725.00",0.00,0.00,"308,725.00","2,146,421.51","2,148,609.51"
1556,214,公募基金会,1996-12-30,800.00,4A,"87,716,037.34","1,066,398,171.41","1,144,130,784.17","9,983,424.58","298,448,754.95","299,253,847.41"
1557,5164,非公募基金会,2016-03-17,200.00,--,0.00,0.00,0.00,0.00,"2,006,315.17","2,006,315.17"
1558,4236,非公募基金会,2015年08月13日,200.0,未参评,258430.0,0.0,0.0,258430.0,2017957.47,2017957.47
1559,2048,公募基金会,2009-01-19,400.00,3A,"2,263,052.00",0.00,0.00,"2,263,052.00","11,383,391.95","11,383,391.95"
1560,1265,公募基金会,1988-08-08,400.00,未参评,"15,080,890.00",0.00,"15,080,890.00",0.00,"111,754,215.30","115,869,508.53"
1561,114,非公募基金会,2006年11月09日,200.0,未参评,258932.0,0.0,258932.0,0.0,2591130.28,2591130.28
1562,3508,非公募基金会,2013-07-03,500.00,未参评,"27,511,354.04",0.00,"2,080,893.00","25,430,461.04","44,191,468.49","44,191,468.49"
1563,2113,非公募基金会,2013-08-28,200.00,未参评,0.00,"379,000.00",0.00,"379,000.00","2,200,617.91","2,590,817.91"
1564,2201,非公募基金会,2008-07-29,300.00,未参评,0.00,0.00,0.00,0.00,"7,124,511.93","7,887,165.52"
1565,124,非公募基金会,2008年10月09日,200.0,未参评,0.0,0.0,0.0,275000.0,2131298.1,2387258.1
1566,2294,非公募基金会,2010-05-21,200.00,未参评,"339,634.00",0.00,0.00,"339,634.00","353,189.64","353,189.64"
1567,2167,非公募基金会,2009-04-21,200.00,未参评,0.00,0.00,0.00,0.00,"2,420,560.10","2,420,560.10"
1568,2859,非公募基金会,2007-12-04,200.00,5A,0.00,0.00,0.00,0.00,"1,595,703,833.20","1,595,810,856.72"
1569,1811,非公募基金会,1989-03-03,410.00,未参评,"2,053,209.00",0.00,"2,050,000.00","3,209.00","30,122,775.68","38,622,775.68"
1570,2937,非公募基金会,2007-05-18,200.00,1A,"19,279,888.99",0.00,"12,419,025.99","6,860,863.00","318,254,380.51","318,254,380.51"
1571,1076,非公募基金会,2007-09-08,200.00,3A,0.00,0.00,0.00,0.00,"1,980,368.86","1,988,933.68"
1572,4423,非公募基金会,2015-04-23,200.00,未参评,0.00,0.00,0.00,0.00,"1,824,813.07","1,824,813.07"
1573,937,非公募基金会,2012-08-31,200.00,3A,0.00,"25,000.00",0.00,"25,000.00","2,059,317.78","2,059,317.78"
1574,3829,非公募基金会,2014年05月29日,500.0,未参评,13712776.22,0.0,0.0,13712776.22,33406.17,33406.17
1575,5224,非公募基金会,2016年09月28日,200.0,--,2000000.0,0.0,0.0,2000000.0,2000660.16,2000660.16
1576,94,公募基金会,1992年08月10日,500.0,5A,13990542.15,0.0,13985042.15,5500.0,144797610.84,145278069.98
1577,4440,非公募基金会,2015-04-22,400.00,未参评,0.00,"2,617,123.60",0.00,"2,617,123.60","4,014,298.33","4,096,758.86"
1578,2958,非公募基金会,2007-08-20,200.00,未参评,"2,350,499.30",0.00,"2,339,160.00","11,339.30","2,856,258.37","2,876,061.97"
1579,825,非公募基金会,2009-12-05,200.00,未参评,"921,300.00",0.00,0.00,"921,300.00","5,174,037.24","5,174,037.24"
1580,1814,公募基金会,1988-12-08,500.00,--,"2,200,000.00",0.00,"2,200,000.00",0.00,"21,407,363.24","21,407,363.24"
1581,3844,非公募基金会,2014-05-27,200.00,未参评,0.00,"65,000.00","65,000.00",0.00,"2,351,045.96","2,351,045.96"
1582,2668,非公募基金会,2013-11-11,"3,000.00",未参评,"1,674,662.11",0.00,"1,674,662.11",0.00,"33,382,716.87","33,383,866.67"
