,ricf_oid,ba_cn,ba_nfe,ba_hr,ba_gvm,ba_pgv,ba_ntr,ba_fdt,ba_bn,ba_evl,fa_dine,fa_dinu,cf_govc,fp_tt_end,Government-Link,Scope
926,3297,鲁山县人民教育基金会,4.0,,0.0,0.0,公募,2008年01月18日,,未参评,667000,900,0.00,"4,298,454.64",GLF,Regional
927,3298,鲁迅文化基金会,8.0,,1.0,0.0,非公募,2012年08月13日,,未参评,6815340,546360,"150,000.00","31,874,981.86",GLF,National
928,3342,龙岩市新罗区林国仁教育基金会,1.0,,0.0,0.0,非公募,2008年07月10日,,未参评,0,0,0.00,"9,676,600.08",NGF,Regional
929,3389,新疆维吾尔自治区青少年发展基金会,8.0,,0.0,0.0,公募,1992年07月08日,,4A,14298858.32,0,"916,647.35","21,264,478.75",GLF,Regional
930,3397,援助西藏发展基金会,20.0,,4.0,3.0,公募,1987年04月10日,,3A,0,9432800,0.00,"14,059,794.52",GLF,National
931,3398,重庆市彭水王应田教育基金会,2.0,,0.0,0.0,非公募,1996年06月20日,,1A,0,0,0.00,"5,586,349.04",NGF,Regional
932,3399,重庆市扶贫基金会,4.0,,0.0,0.0,公募,1994年09月10日,,4A,152484956,1144.1,"1,600,000.00","123,196,437.17",GLF,Regional
933,3400,重庆孤残儿童援助基金会,1.0,,0.0,0.0,公募,2005年08月24日,,4A,0,926727,0.00,"8,802,498.9",GLF,Regional
934,3403,重庆市儿童医疗救助基金会,5.0,,0.0,0.0,公募,2005年08月22日,,5A,2078524.99,0,"3,500,000.00","17,233,587.41",GLF,Regional
935,3405,重庆儿童救助基金会,7.0,,0.0,0.0,公募,2005年11月16日,,3A,0,8866778.31,0.00,"42,971,464.16",GLF,Regional
936,3408,重庆市急救医疗救助基金会,3.0,,0.0,0.0,非公募,2006年03月01日,,2A,0,200,0.00,"2,986,417.46",GLF,Regional
937,3416,重庆市华岩文教基金会,8.0,,0.0,0.0,公募,2006年05月08日,,3A,6546683.46,2660792.69,0.00,"10,000,248.01",NGF,Regional
938,3418,重庆市光明基金会,1.0,,0.0,0.0,非公募,2007年03月19日,,2A,0,0,0.00,"8,008,120.7",NGF,Regional
939,3421,重庆市法律援助基金会,6.0,,0.0,0.0,公募,2007年06月27日,,4A,0,1773898.23,"300,000.00","5,181,230.73",GLF,Regional
940,3423,重庆市残疾人福利基金会,10.0,,0.0,0.0,公募,2007年08月20日,,5A,41161795.04,292238.92,"500,000.00","42,209,111.7",GLF,Regional
941,3426,重庆市丰都教育奖励扶助基金会,4.0,,0.0,0.0,公募,2007年09月07日,,4A,2189229,442500,0.00,"10,122,332.21",GLF,Regional
942,3430,重庆缙云山养生慈爱基金会,2.0,,0.0,0.0,非公募,2007年09月24日,,2A,650000,300000,0.00,"3,682,085.02",NGF,Regional
943,3433,重庆浙商爱心基金会,3.0,,0.0,0.0,公募,2007年12月10日,,3A,0,2512218.08,0.00,"5,231,741.04",GLF,Regional
944,3444,重庆市红十字基金会,9.0,,0.0,0.0,公募,2008年04月21日,,5A,55507603.22,745789.29,0.00,"34,225,911.41",GLF,Regional
945,3450,重庆市星星灾害救助基金会,4.0,,0.0,0.0,非公募,2008年11月27日,,1A,0,100000,0.00,"2,049,258.35",NGF,Regional
946,3453,重庆市青年创新创业基金会,7.0,,0.0,0.0,公募,2009年12月07日,,5A,22074900,3166100.19,"6,400,000.00","12,631,704.96",GLF,Regional
947,3454,重庆市青少年发展基金会,13.0,,0.0,0.0,公募,2009年05月21日,,4A,19927093.08,359778.66,0.00,"20,457,170.36",GLF,Regional
948,3455,重庆市妇女儿童基金会,6.0,,0.0,1.0,公募,2009年05月22日,,5A,14860325.97,15300,0.00,"12,370,694.87",GLF,Regional
949,3457,重庆市教育发展基金会,9.0,,0.0,1.0,公募,2009年11月16日,,5A,9833796.41,6798096.47,0.00,"69,496,207",GLF,Regional
950,3459,中国器官移植发展基金会,7.0,,1.0,1.0,公募,1995年11月02日,,未参评,5003828.34,248931.66,0.00,"25,924,683.79",GLF,National
951,3460,中国保护黄河基金会,11.0,,0.0,0.0,公募,2009年10月09日,,2A,0,2402400,0.00,"35,779,173.45",GLF,National
952,3497,铁岭市教育基金会,4.0,,0.0,0.0,公募,2007年08月31日,,3A,964000,230000,0.00,"4,645,983.66",GLF,Regional
953,3527,武汉音乐学院教育发展基金会,1.0,,0.0,0.0,非公募,2013年10月19日,,未参评,0,0,0.00,"2,511,393.85",GLF,Regional
954,3538,致福慈善基金会,1.0,,3.0,1.0,非公募,2013年08月30日,,未参评,0,7550000,0.00,"36,135,584.64",GLF,National
955,3541,福建省叶柳春教育慈善基金会,4.0,,0.0,0.0,非公募,2013年08月15日,,未参评,0,2000000,0.00,"239,372.59",NGF,Regional
956,3544,上海回向文化发展基金会,2.0,,0.0,0.0,非公募,2013年08月09日,,未参评,5116739.19,700000,564000.0,2543428.8,NGF,Regional
957,3546,福建省闽南文化发展基金会,4.0,,0.0,0.0,非公募,2013年08月21日,,未参评,2793120,200000,0.00,"16,402,303.41",GLF,Regional
958,3549,南阳市教育发展基金会,2.0,,0.0,0.0,公募,2013年08月27日,,未参评,0,0,0.00,"19,308,971.19",GLF,Regional
959,3568,上海洋泾社区公益基金会,3.0,,0.0,0.0,公募,2013年08月09日,,未参评,896600.6,21932.65,0.0,4995992.99,GLF,Regional
960,3579,河南省金阳光慈善救助基金会,7.0,,0.0,0.0,非公募,2013年09月09日,,未参评,161350,0,0.00,"2,045,545.55",NGF,Regional
961,3580,河南省中土养老慈善基金会,1.0,,0.0,0.0,非公募,2013年09月09日,,未参评,,,0.00,"2,168,833.92",NGF,Regional
962,3584,浙江钟伟嵊泗中学教育基金会,0.0,,0.0,0.0,非公募,2013年09月17日,,,0,953664,0.00,"3,086,783.92",NGF,Regional
963,3587,盘锦市公安民警英烈救助基金会,2.0,,0.0,0.0,公募,2012年08月29日,,未参评,0,1530000,0.00,"4,093,099.2",GLF,Regional
964,3588,辽阳市公安民警救助基金会,0.0,,3.0,0.0,公募,2012年08月29日,,未参评,313300,50000,0.00,"4,342,839.76",GLF,Regional
965,3602,丹东市双灵慈善基金会,7.0,,0.0,0.0,非公募,2012年02月21日,,4A,3400000,15901528,0.00,"29,611,277.57",NGF,Regional
966,3612,青岛理工大学教育发展基金会,3.0,,0.0,0.0,非公募,2013年09月11日,,未参评,1046000.3,30000,0.00,"2,621,993.05",GLF,Regional
967,3615,甘肃武山县圆梦助学基金会,1.0,,0.0,0.0,非公募,2013年08月05日,,未参评,0,5642000,0.00,0,GLF,Regional
968,3617,云南杨丽萍民族文化艺术基金会,2.0,,0.0,0.0,非公募,2013年10月15日,,3A,0,1500687.69,0.00,"3,438,505.2",NGF,Regional
969,3618,云南省光彩事业基金会,3.0,,1.0,0.0,公募,2013年10月15日,,未参评,5909788.4,0,0.00,"13,043,150.11",GLF,Regional
970,3619,云南省亚洲微电影基金会,0.0,,0.0,0.0,公募,2013年10月10日,,未参评,20000,0,"4,500,000.00","4,984,700.12",GLF,Regional
971,3624,湖北省佛教慈善基金会,1.0,,0.0,0.0,非公募,2013年12月26日,,,,911250,0.00,"5,441,650.71",GLF,Regional
972,3638,章如庚慈善基金会,10.0,,0.0,0.0,非公募,2014年01月08日,,未参评,0,4928925.01,0.00,"18,358,850.69",NGF,National
973,3651,河南省常绿昭德助学基金会,4.0,,0.0,0.0,非公募,2014年01月09日,,未参评,0,350000,0.00,"2,343,075.8",NGF,Regional
974,3652,福建省海峡环保基金会,3.0,,0.0,0.0,非公募,2014年01月24日,,未参评,0,2059000,0.00,"2,017,615.7",NGF,Regional
975,3661,甘肃改琴书法教育奖励基金会,1.0,,0.0,0.0,非公募,2014年01月16日,,未参评,0,1080000,0.00,"4,888,422.6",NGF,Regional
976,3672,贵州省大地公益基金会,3.0,,0.0,2.0,非公募,2014年01月03日,,未参评,0,37554837.36,0.00,"7,937,754.25",NGF,Regional
977,3673,上海大学教育发展基金会,0.0,,0.0,0.0,非公募,2014年02月18日,,未参评,4430000,190256.39,0.0,8497827.58,GLF,Regional
978,3674,上海诺亚公益基金会,1.0,,0.0,0.0,非公募,2014年02月21日,,未参评,2063031.86,675744.17,0.0,14708688.29,NGF,Regional
979,3675,上海金融学院教育发展基金会,0.0,,0.0,0.0,非公募,2014年02月21日,,未参评,61000,1006699,0.0,"12,249,196.03",GLF,Regional
980,3675,上海金融学院教育发展基金会,0.0,,0.0,0.0,非公募,2014年02月21日,,未参评,61000,1006699,0.0,12249196.03,GLF,Regional
981,3676,甘肃省钱学森沙草产业基金会,3.0,,0.0,0.0,公募,2014年01月16日,,未参评,0,30000,0.00,"4,145,195.55",GLF,Regional
982,3677,天津市仁爱教育基金会,0.0,,0.0,0.0,非公募,2014年02月27日,,未参评,0,2245000,0.00,"2,510,226.91",NGF,Regional
983,3678,沈阳市志愿服务基金会,2.0,,0.0,0.0,公募,2014年02月25日,,未参评,0,74461.8,0.00,"1,135,210.43",GLF,Regional
984,3679,辽宁省昌图县教育基金会,1.0,,0.0,0.0,公募,2014年02月25日,,1A,1254147.23,1692120.1,0.00,"5,179,347.29",GLF,Regional
985,3680,甘肃兰海助学基金会,0.0,,0.0,0.0,非公募,2014年01月16日,,未参评,0,8000,0.00,"5,050,102.71",NGF,Regional
986,3690,上海市志愿服务公益基金会,5.0,,0.0,0.0,公募,2014年02月21日,,未参评,8691063.51,1924540,0.0,49759808.35,GLF,Regional
987,3692,贵州大学教育发展基金会,0.0,,0.0,0.0,非公募,2014年01月28日,,未参评,"2,218,850.00",0.00,0.00,"5,923,823.6",GLF,Regional
988,3695,天津市海湾慈善基金会,1.0,,0.0,0.0,非公募,2014年03月14日,,未参评,0,91000,0.00,"1,971,294.54",NGF,Regional
989,3704,新疆维吾尔自治区关心下一代基金会,0.0,,1.0,1.0,非公募,2014年03月11日,,未参评,0,0,0.00,"1,891,169.94",GLF,Regional
990,3712,上海市见义勇为基金会,0.0,,0.0,0.0,公募,2014年03月03日,,未参评,0,2974376.8,0.0,40019843.08,GLF,Regional
991,3716,天津市尚赫公益基金会,4.0,,0.0,0.0,非公募,2014年03月25日,,未参评,1599900,2210964.22,0.00,"3,074,293.22",NGF,Regional
992,3719,河南省交通运输安全救助基金会,3.0,,0.0,0.0,公募,2014年02月27日,,未参评,,277641.25,0.00,"5,208,372.96",GLF,Regional
993,3726,上海纽约大学教育发展基金会,7.0,,0.0,0.0,非公募,2014年03月27日,,未参评,9565733.3,1763662.5,0.0,19240582.0,NGF,Regional
994,3727,上海市延芳慈善基金会,0.0,,0.0,0.0,非公募,2014年03月27日,,未参评,0,4200000,0.0,29971726.72,NGF,Regional
995,3728,上海弘广慈善基金会,2.0,,0.0,0.0,非公募,2014年03月27日,,未参评,0,0,0.0,1513928.99,NGF,Regional
996,3731,朝阳市教育基金会,5.0,,0.0,0.0,公募,2014年03月11日,,1A,0,1804526.07,0.00,"6,872,999.98",GLF,Regional
997,3734,河北省树磊扶贫基金会,0.0,,0.0,0.0,非公募,2014年03月04日,,未参评,0,110000,0.00,"1,847,647.89",NGF,Regional
998,3736,辽源市正信法律援助基金会,2.0,,0.0,0.0,非公募,2014年01月28日,,未参评,0,0,0.00,"8,758,999.98",NGF,Regional
999,3746,天津市海河科技金融发展基金会,3.0,,0.0,0.0,非公募,2014年04月11日,,未参评,0,0,0.00,"2,000,000",GLF,Regional
1000,3751,浙江省锦麟公益基金会,4.0,,0.0,0.0,非公募,2014年04月15日,,未参评,309319.7,1722247.18,0.00,"2,038,882.4",NGF,Regional
1001,3753,甘肃省社会扶贫爱心捐助基金会,4.0,,0.0,0.0,公募,2014年03月05日,,未参评,0,2500,"350,000.00","5,127,669.33",GLF,Regional
1002,3758,福州外语外贸学院教育发展基金会,0.0,,0.0,0.0,非公募,2014年04月09日,,未参评,0,768888.6,0.00,"2,031,147.77",NGF,Regional
1003,3759,河南省永帝善缘基金会,0.0,,1.0,0.0,非公募,2014年04月21日,,未参评,0,186000,0.00,"2,084,841.45",NGF,Regional
1004,3760,河南省张伯驹文化发展基金会,1.0,,0.0,0.0,非公募,2014年03月17日,,未参评,0,2784000,0.00,"3,403,294.65",NGF,Regional
1005,3781,上海韩天衡文化艺术基金会,1.0,,0.0,0.0,非公募,2014年04月30日,,未参评,0,5765900,0.0,22501710.79,NGF,Regional
1006,3782,上海尚医医务工作者奖励基金会,0.0,,0.0,0.0,非公募,2014年04月30日,,未参评,339500,309000,0.0,2156112.32,GLF,Regional
1007,3790,山东师范大学教育基金会,2.0,,0.0,0.0,非公募,2014年04月17日,,未参评,10338422.4,0,0.00,"12,554,431.83",GLF,Regional
1008,3792,青山慈善基金会,3.0,,0.0,0.0,非公募,2014年05月07日,,未参评,0,2693921.53,0.00,"53,035,558.25",NGF,National
1009,3808,福建省博爱艺术基金会,0.0,,0.0,0.0,非公募,2014年05月08日,,未参评,0,173600,0.00,"1,998,019.07",NGF,Regional
1010,3820,浙江省杭州宋都公益基金会,0.0,,0.0,0.0,非公募,2014年05月05日,,未参评,0,0,0.00,"19,178,864.85",NGF,Regional
1011,3821,白城市夕阳红老龄事业发展基金会,6.0,,0.0,0.0,非公募,2014年05月21日,,未参评,200000,0,0.00,"2,518,460.63",GLF,Regional
1012,3828,上海瑞华慈善基金会,0.0,,0.0,0.0,非公募,2014年05月29日,,未参评,2450000,19917294.4,0.0,21972962.19,NGF,Regional
1013,3829,上海光明眼科医学发展基金会,2.0,,0.0,0.0,非公募,2014年05月29日,,未参评,0,7510000,0.0,183343.17,NGF,Regional
1014,3830,兴华公益基金会,12.0,,0.0,0.0,非公募,2014年05月15日,,未参评,0,9000000,0.00,"32,958,407.28",NGF,National
1015,3833,上海东方智慧十分孝心文化发展基金会,2.0,,0.0,0.0,非公募,2014年06月03日,,未参评,500000,31478.25,0.0,3099564.74,NGF,Regional
1016,3834,上海市创新细胞生物学发展基金会,2.0,,0.0,0.0,非公募,2014年06月04日,,未参评,0,2240000,0.0,4732578.74,GLF,Regional
1017,3851,湖北省唐人慈善基金会,1.0,,0.0,0.0,非公募,2014年06月10日,,未参评,0,700000,0.00,"2,007,641.4",NGF,Regional
1018,3862,上海市民办教育发展基金会,0.0,,0.0,0.0,非公募,2014年06月18日,,未参评,0,10000000,0.0,93379209.75,NGF,Regional
1019,3866,湖北省武珞路中学教育发展基金会,0.0,,0.0,0.0,非公募,2014年07月18日,,未参评,,1622800,0.00,"2,517,499.51",NGF,Regional
1020,3867,河南省杜甫文化基金会,4.0,,0.0,0.0,非公募,2014年06月13日,,未参评,0,0,0.00,"2,031,927.94",NGF,Regional
1021,3880,上海市国防教育基金会,0.0,,0.0,0.0,公募,2014年07月03日,,未参评,650000,1460000,0.0,6375751.09,GLF,Regional
1022,3883,重庆市桃源居社区发展基金会,1.0,,0.0,0.0,非公募,2014年07月02日,,未参评,0,1100000,0.00,"5,015,430.53",NGF,Regional
1023,3889,云南华瑞教育发展基金会,6.0,,0.0,0.0,非公募,2014年07月04日,,未参评,0,2050000,0.00,"2,401,496.39",NGF,Regional
1024,3901,通化市见义勇为基金会,2.0,,0.0,0.0,公募,2014年07月09日,,5A,0,273600,0.00,"4,094,707.52",GLF,Regional
1025,3902,云南三一爱心基金会,11.0,,0.0,0.0,非公募,2014年07月14日,,未参评,0,360100,0.00,"2,371,663.1",NGF,Regional
1026,3903,上海雪山慈善基金会,2.0,,0.0,0.0,非公募,2014年07月18日,,未参评,40000,12320,0.0,1768232.96,NGF,Regional
1027,3904,中脉道和公益基金会,17.0,,0.0,0.0,非公募,2014年07月11日,,未参评,8818823.21,9046664.22,0.00,"51,108,810.94",NGF,National
1028,3904,中脉道和公益基金会,17.0,,0.0,0.0,非公募,2014年07月11日,,未参评,8818823.21,9046664.22,0.00,"51,108,810.94",NGF,National
1029,3905,云南状元文化公益基金会,1.0,,1.0,1.0,非公募,2014年07月15日,,未参评,0,0,0.00,"1,511,257.09",NGF,Regional
1030,3909,上海市金山区教育发展基金会,3.0,,0.0,0.0,公募,2014年07月21日,,未参评,0,955000,0.0,9364417.23,GLF,Regional
1031,3911,云南唯真教育基金会,0.0,,0.0,0.0,非公募,2014年07月14日,,未参评,0,420000,0.00,"2,025,775.23",NGF,Regional
1032,3913,上海荣昶公益基金会,5.0,,0.0,0.0,非公募,2014年07月23日,,未参评,0,2160000,0.0,20184141.03,NGF,Regional
1033,3916,湖北省育才助学基金会,5.0,,0.0,0.0,非公募,2014年07月21日,,未参评,0,55540,0.00,"1,680,415.96",NGF,Regional
1034,3917,天津市和富文化发展基金会,4.0,,0.0,0.0,非公募,2014年07月21日,,未参评,0,2020000,0.00,"3,709,474.38",GLF,Regional
1035,3931,河南省孝德文化发展基金会,6.0,,0.0,0.0,非公募,2014年07月25日,,未参评,0,383310,0.00,"2,000,298.47",GLF,Regional
1036,3932,云南云水慈善基金会,7.0,,0.0,0.0,非公募,2014年07月14日,,未参评,109680,0,0.00,"2,051,558.01",NGF,Regional
1037,3934,湖南省惠民肾病救助基金会,6.0,,0.0,0.0,非公募,2014年07月31日,,未参评,0,7290100,"200,000.00","3,263,005.79",NGF,Regional
1038,3939,上海谢晋电影艺术基金会,0.0,,0.0,0.0,非公募,2014年08月06日,,未参评,100000,50000,100000.0,2025141.19,NGF,Regional
1039,3942,重庆心之海慈善基金会,1.0,,0.0,0.0,非公募,2014年08月06日,,未参评,0,248300,0.00,"2,028,566.94",NGF,Regional
1040,3949,武汉市第十二中学教育发展基金会,2.0,,0.0,0.0,非公募,2014年07月31日,,未参评,0,46000,0.00,"2,341,912.23",GLF,Regional
1041,3955,山东省泰山文化基金会,0.0,,0.0,0.0,非公募,2014年09月10日,,未参评,0,0,0.00,"4,020,763.71",GLF,Regional
1042,3970,上海益善公益基金会,2.0,,0.0,0.0,非公募,2014年08月29日,,未参评,1313380.31,2038041.32,0.0,3135219.17,NGF,Regional
1043,3993,昆明理工大学教育发展基金会,3.0,,0.0,0.0,非公募,2014年08月29日,,未参评,320000,5000,0.00,"3,428,995.3",GLF,Regional
1044,3994,甘肃紫金教育发展基金会,3.0,,0.0,0.0,非公募,2014年08月08日,,未参评,0,0,0.00,"1,256,979.72",NGF,Regional
1045,4007,河北省道路交通事故救助基金会,9.0,,0.0,0.0,公募,2014年09月17日,,未参评,0,0,0.00,"5,101,351.86",GLF,Regional
1046,4009,重庆市阳光公益事业基金会,4.0,,0.0,0.0,非公募,2014年09月09日,,未参评,15521950,0,0.00,"2,004,316.77",NGF,Regional
1047,4015,天津市胸科医院医学事业发展基金会,0.0,,0.0,0.0,非公募,2014年09月17日,,未参评,0,4083914.67,"75,000.00","5,953,562.66",GLF,Regional
1048,4022,上海市罕见病防治基金会,1.0,,0.0,0.0,非公募,2014年09月19日,,未参评,0,1179500,0.0,3480755.14,GLF,Regional
1049,4025,湖北省望长珍慈善基金会,5.0,,0.0,0.0,非公募,2014年10月09日,,未参评,0,0,0.00,"32,627.78",NGF,Regional
1050,4036,吉林省光华教育基金会,0.0,,0.0,0.0,非公募,2014年10月08日,,未参评,0,0,0.00,"1,837,260.86",NGF,Regional
1051,4037,辽源市龙山区龙祥法律援助基金会,0.0,,1.0,0.0,非公募,2014年09月26日,,未参评,0,0,"3,687,602.96","3,142,585.78",GLF,Regional
1052,4039,福建省安发高益槐科技教育发展基金会,4.0,,0.0,0.0,非公募,2014年09月30日,,未参评,0,280000,0.00,"2,169,750.39",NGF,Regional
1053,4051,上海广慈转化医学研究发展基金会,1.0,,0.0,0.0,非公募,2014年09月19日,,未参评,8270525.33,1113900,0.0,12905308.97,GLF,Regional
1054,4052,上海北纬三十一度文化艺术基金会,0.0,,0.0,0.0,非公募,2014年09月22日,,未参评,0,160000,0.0,2037533.82,NGF,Regional
1055,4053,上海华爱公益基金会,2.0,,0.0,0.0,非公募,2014年09月24日,,未参评,483268,525679.89,0.0,4013499.05,NGF,Regional
1056,4054,上海科博达公益基金会,3.0,,0.0,0.0,非公募,2014年10月09日,,未参评,0,250000,0.0,2047405.41,NGF,Regional
1057,4056,青海省青海大学教育基金会,2.0,,0.0,0.0,非公募,2014年10月23日,,未参评,0,16100,0.00,"2,989,019.07",GLF,Regional
1058,4059,上海慈光皮肤健康基金会,3.0,,0.0,0.0,非公募,2014年10月09日,,未参评,0,24179,0.0,1836737.5,NGF,Regional
1059,4062,东丰县恒信法律援助基金会,2.0,,5.0,0.0,非公募,2014年10月25日,,未参评,0,0,0.00,0,GLF,Regional
1060,4071,上海市东方红公益基金会,1.0,,0.0,0.0,非公募,2014年11月04日,,未参评,0,610518.54,0.0,2404398.2,NGF,Regional
1061,4072,上海东方知青文化发展基金会,0.0,,0.0,0.0,非公募,2014年10月09日,,未参评,0,0,0.0,1741429.9,NGF,Regional
1062,4073,上海战略新兴产业发展基金会,1.0,,0.0,0.0,非公募,2014年10月21日,,未参评,0,500000,0.0,1624734.09,GLF,Regional
1063,4074,上海乒乓球发展事业基金会,0.0,,0.0,0.0,非公募,2014年10月21日,,未参评,0,0,0.0,5100888.39,GLF,Regional
1064,4075,上海广播电视台艺术人文发展基金会,4.0,,0.0,0.0,非公募,2014年10月21日,,未参评,1660000,11520000,0.0,61678450.41,GLF,Regional
1065,4076,上海易顺公益基金会,0.0,,0.0,0.0,非公募,2014年10月21日,,未参评,0,1000000,0.0,5599888.83,NGF,Regional
1066,4077,上海电机学院教育发展基金会,0.0,,0.0,0.0,非公募,2014年10月21日,,未参评,0,221800,0.0,2188071.42,GLF,Regional
1067,4081,兰州公安民警抚恤救助基金会,,,,,公募,2014年11月07日,,,0.00,"1,500.00",0.00,"6,218,655.87",GLF,Regional
1068,4093,云南晟成扶贫助老基金会,7.0,,0.0,0.0,非公募,2014年11月12日,,3A,0,186000,0.00,"1,815,308.03",NGF,Regional
1069,4094,辽源市西安区维安法律援助基金会,1.0,,0.0,0.0,非公募,2014年11月17日,,未参评,0,0,0.00,"2,010,196.24",GLF,Regional
1070,4099,上海仁心公益基金会,2.0,,0.0,0.0,非公募,2014年11月26日,,未参评,1123334,0,0.0,2149835.55,NGF,Regional
1071,4111,甘肃陇盛科技发展基金会,8.0,,0.0,0.0,非公募,2014年11月26日,,未参评,0,0,0.00,"1,888,428.03",NGF,Regional
1072,4115,浙江中国美术学院教育基金会,0.0,,0.0,0.0,非公募,2014年12月03日,,未参评,600000,5307637.64,0.00,"13,136,178.86",GLF,Regional
1073,4119,上海市自然而然中医药发展基金会,1.0,,0.0,0.0,非公募,2014年12月05日,,未参评,0,200000,0.0,2339484.08,NGF,Regional
1074,4120,上海至美公益基金会,2.0,,0.0,0.0,非公募,2014年12月05日,,未参评,0,0,0.0,8975169.2,NGF,Regional
1075,4121,上海市水分子公益基金会,2.0,,0.0,0.0,非公募,2014年12月05日,,未参评,0,93930.8,0.0,1792023.95,NGF,Regional
1076,4129,天津市桃源居社区公益组织发展基金会,1.0,,0.0,0.0,非公募,2014年12月04日,,未参评,0,900000,0.00,"2,087,400.1",NGF,Regional
1077,4130,长春工业大学教育发展基金会,3.0,,3.0,0.0,非公募,2014年12月04日,,未参评,0,150000,0.00,"1,967,722.86",GLF,Regional
1078,4136,上海驭能赛车运动发展基金会,2.0,,0.0,0.0,非公募,2014年12月16日,,未参评,0,4800,0.0,1835557.97,NGF,Regional
1079,4137,上海王正国创伤医学发展基金会,1.0,,0.0,0.0,非公募,2014年12月15日,,未参评,0,2938793.6,0.0,1456206.91,NGF,Regional
1080,4138,上海科技大学教育发展基金会,0.0,,0.0,0.0,非公募,2014年12月16日,,未参评,0,8000000,0.0,17225169.55,GLF,Regional
1081,4140,上海大慈公益基金会,3.0,,0.0,0.0,非公募,2014年12月17日,,未参评,0,39381673.06,0.0,37832568.31,NGF,Regional
1082,4141,中信改革发展研究基金会,0.0,,0.0,1.0,非公募,2014年08月07日,,未参评,0,290000,0.00,"46,780,640.24",NGF,National
1083,4164,贵州省彩阳助学公益基金会,1.0,,0.0,0.0,非公募,2014年12月22日,,未参评,0,0,0.00,"1,761,906.23",NGF,Regional
1084,4166,上海黄金枝土木建筑教育发展基金会,3.0,,0.0,0.0,非公募,2014年12月22日,,未参评,0,683000,0.0,"2,829,326.50",NGF,Regional
1085,4166,上海黄金枝土木建筑教育发展基金会,3.0,,0.0,0.0,非公募,2014年12月22日,,未参评,0,683000,0.0,2829326.5,NGF,Regional
1086,4167,上海乐三兰馨教育发展基金会,2.0,,0.0,0.0,非公募,2014年12月22日,,未参评,0,0,0.0,101179.4,NGF,Regional
1087,4194,湖北师范学院教育发展基金会,0.0,,0.0,0.0,非公募,2014年12月25日,,未参评,0,1033798.65,0.00,"2,644,326.08",GLF,Regional
1088,4194,湖北师范学院教育发展基金会,0.0,,0.0,0.0,非公募,2014年12月25日,,未参评,0,1033798.65,0.00,"2,648,566.08",GLF,Regional
1089,4197,巨人慈善基金会,4.0,,0.0,0.0,非公募,2014年12月17日,,未参评,0,50000000,0.00,"45,968,529.08",NGF,National
1090,4198,天津市关心下一代基金会,1.0,,0.0,1.0,公募,2014年12月26日,,未参评,4500000,0,"3,000,000.00","30,255,824.29",GLF,Regional
1091,4200,浙江大学城市学院教育基金会,0.0,,0.0,0.0,非公募,2014年12月30日,,未参评,1557800,0,0.00,"3,556,052.23",GLF,Regional
1092,4223,浙江百贤亚洲未来领袖基金会,1.0,,0.0,0.0,非公募,2014年11月24日,,,0.00,"10,360,000.00",0.00,"338,813.63",NGF,Regional
1093,4225,重庆市胡晓华川菜文化发展基金会,2.0,,0.0,0.0,非公募,2014年12月25日,,未参评,0,204000,0.00,"2,169,996.78",NGF,Regional
1094,4227,重庆市大足区教育发展基金会,3.0,,0.0,0.0,非公募,2014年09月11日,,未参评,1192870.52,4853000,"300,000.00","11,045,191.96",GLF,Regional
1095,4233,平潭县友松慈善基金会,1.0,,0.0,1.0,非公募,2014年12月31日,,未参评,0,10915608.98,0.00,"13,201,335.45",NGF,Regional
1096,4234,公主岭市公安民警优抚基金会,0.0,,0.0,0.0,非公募,2014年12月22日,,未参评,0,820200,"132,000.00","2,959,464.17",GLF,Regional
1097,4235,上海心手相牵社区公益基金会,5.0,,0.0,0.0,非公募,2013年08月13日,,未参评,0,2000000,0.0,2013319.97,NGF,Regional
1098,4236,上海周桐宇公益基金会,1.0,,0.0,0.0,非公募,2013年08月13日,,未参评,0,2000000,0.0,1982403.23,NGF,Regional
1099,4248,吉林省吉商冠城助学基金会,0.0,,0.0,0.0,非公募,2014年07月16日,,未参评,0,400000,0.00,"1,596,907.99",NGF,Regional
1100,4260,贵州师范大学教育发展基金会,0.0,,2.0,0.0,非公募,2014年12月12日,,未参评,1000000,0,0.00,,GLF,Regional
1101,4260,贵州师范大学教育发展基金会,0.0,,2.0,0.0,非公募,2014年12月12日,,未参评,1000000,0,0.00,"2,815,617.43",GLF,Regional
